"restaurant_name","cnt","avg_rating","avg_price","avg_delivery_time"
"Brijwasi Faluda Kesar Kulfi",1,4.199999809265137,100.0,15.0
"Brijwasi Lassi and Milk Badam",1,4.199999809265137,100.0,9.0
"Brijwasi Pure Veg",1,4.199999809265137,100.0,31.0
"Brijwasi Sweets Original Since 1946",1,4.199999809265137,200.0,24.0
"Brijwasi Sweets, Original Since 1946 - GD Group",1,4.199999809265137,150.0,30.0
"Brittoz",1,4.199999809265137,150.0,39.0
"Brojonath Grand Sons",1,4.199999809265137,100.0,39.0
"Brothers Amritsari Kulcha Hub",1,4.199999809265137,150.0,35.0
"Brothers Coffee Club Bakery & Confectionery",1,4.199999809265137,100.0,40.0
"Brunch & Supper",1,4.199999809265137,250.0,21.0
"BTS Cafe",1,4.199999809265137,250.0,35.0
"Buhari Vintage Hotel",1,4.199999809265137,300.0,35.0
"Bula's Kitchen",1,4.199999809265137,150.0,32.0
"Bunkers Place",1,4.199999809265137,200.0,35.0
"Buns N Pies",1,4.199999809265137,150.0,29.0
"Bunzzo",2,4.199999809265137,125.0,37.5
"Burger & Pizza Night",1,4.199999809265137,250.0,46.0
"Burger And Pizza Hub",1,4.199999809265137,250.0,37.0
"Burger Boyz",1,4.199999809265137,100.0,27.0
"Burger Factory",1,4.199999809265137,150.0,35.0
"Burger Pav Cafe",1,4.199999809265137,250.0,34.0
"Burger Shack",3,4.199999809265137,166.6667,33.3333
"Burger TX1880",1,4.199999809265137,200.0,20.0
"Burj Al Mandi",1,4.199999809265137,100.0,36.0
"Butter Brews Bistro",1,4.199999809265137,100.0,32.0
"C3 - Cherry's Continental Cafe",1,4.199999809265137,250.0,28.0
"Cafe Ajanta",1,4.199999809265137,100.0,20.0
"Cafe Amin",1,4.199999809265137,100.0,35.0
"Cafe Bengaluru",1,4.199999809265137,150.0,27.0
"Cafe Big Chilli",1,4.199999809265137,200.0,44.0
"Cafe Brew Master",1,4.199999809265137,100.0,38.0
"Cafe Bun Maska",1,4.199999809265137,150.0,37.0
"Cafe Cha'a Brewers",1,4.199999809265137,100.0,25.0
"Cafe Chef's Paradise",1,4.199999809265137,100.0,57.0
"Cafe Coffee Break",1,4.199999809265137,50.0,33.0
"Cafe Donal",1,4.199999809265137,350.0,46.0
"Cafe Finale",1,4.199999809265137,300.0,32.0
"Cafe Food And Fit",1,4.199999809265137,200.0,33.0
"Cafe Fusion",1,4.199999809265137,200.0,36.0
"Cafe GHY 35",1,4.199999809265137,150.0,41.0
"Cafe Green Eye - Hotel The Panache",1,4.199999809265137,300.0,22.0
"Cafe Hons - House Of No Sugar",1,4.199999809265137,200.0,37.0
"Cafe Mojo",1,4.199999809265137,100.0,30.0
"Cafe Momos",1,4.199999809265137,150.0,34.0
"Cafe Quba",1,4.199999809265137,100.0,43.0
"Cafe Samosa Corner",1,4.199999809265137,100.0,41.0
"Cafe Simla Times",1,4.199999809265137,300.0,38.0
"Cafe Tidbit Express - Health, Diet And Fast Food",1,4.199999809265137,100.0,28.0
"Cafe Town",1,4.199999809265137,100.0,27.0
"Cafe Udipi",2,4.199999809265137,100.0,34.0
"Cafe Vrindavan",1,4.199999809265137,250.0,27.0
"Cafe Xpress",1,4.199999809265137,200.0,31.0
"Cafe Zam Zam",1,4.199999809265137,100.0,36.0
"Cafesha",1,4.199999809265137,150.0,37.0
"Cafetone The Italian Kitchen",1,4.199999809265137,150.0,45.0
"Caffein's Pocket Cafe",1,4.199999809265137,250.0,35.0
"Cake Bonzerbites - Live Cake",1,4.199999809265137,100.0,35.0
"Cake Day",1,4.199999809265137,150.0,22.0
"Cake Kafe",1,4.199999809265137,250.0,27.0
"Cake O Clocks",1,4.199999809265137,250.0,51.0
"Cake Ocean",1,4.199999809265137,100.0,42.0
"Cake Roven",1,4.199999809265137,150.0,27.0
"Cake Shore",1,4.199999809265137,200.0,23.0
"Cake Wale",1,4.199999809265137,100.0,30.0
"CakeBee",3,4.199999809265137,150.0,35.0
"Cake-Links",1,4.199999809265137,150.0,20.0
"Caken Crust",1,4.199999809265137,250.0,47.0
"Cakerica",1,4.199999809265137,200.0,53.0
"Cakes",1,4.199999809265137,200.0,27.0
"Cakes & Coffee",1,4.199999809265137,150.0,26.0
"Cakes And Bakes",1,4.199999809265137,100.0,21.0
"Cakes And Bakes Shoppee",1,4.199999809265137,150.0,25.0
"Cakes by Chocolates",1,4.199999809265137,50.0,19.0
"Cakes Creation",1,4.199999809265137,300.0,31.0
"Cakes N Candles",1,4.199999809265137,150.0,14.0
"Cakes N Shakes",1,4.199999809265137,450.0,39.0
"Cakes 'N' Stuff",1,4.199999809265137,150.0,24.0
"Cakewala",1,4.199999809265137,400.0,34.0
"Calcutta Rolls",1,4.199999809265137,100.0,30.0
"Calicut Restaurant",1,4.199999809265137,150.0,35.0
"Calorie Check",1,4.199999809265137,350.0,22.0
"Capsicum Food Court",1,4.199999809265137,200.0,40.0
"Captain Burger",1,4.199999809265137,150.0,46.0
"Captain Grill",1,4.199999809265137,150.0,34.0
"Captain Kunafa",1,4.199999809265137,300.0,32.0
"Cascade Cafe",1,4.199999809265137,100.0,44.0
"Casserole",1,4.199999809265137,200.0,26.0
"Castabill",1,4.199999809265137,150.0,35.0
"Castle",1,4.199999809265137,200.0,27.0
"Caterspoint",3,4.199999809265137,283.3333,38.6667
"Ceebo The Health Monk",1,4.199999809265137,50.0,40.0
"Celebrations 365",1,4.199999809265137,150.0,39.0
"Celesty Ice Cream Parlour",1,4.199999809265137,200.0,23.0
"Central Bhojnalay",1,4.199999809265137,200.0,43.0
"Central Cafe & Restaurant",1,4.199999809265137,150.0,39.0
"Centre Point Delivery",1,4.199999809265137,350.0,35.0
"Chaap Shaap",1,4.199999809265137,100.0,35.0
"Chaat Sansaar",1,4.199999809265137,200.0,26.0
"Chaatu Specialty Foods",1,4.199999809265137,50.0,23.0
"Chacha Chap Corner",1,4.199999809265137,150.0,29.0
"Chachi Vaishno Dhaba",1,4.199999809265137,100.0,26.0
"Chafa Cafe And Studio",1,4.199999809265137,150.0,38.0
"Chai 34",1,4.199999809265137,200.0,33.0
"Chai Cult",1,4.199999809265137,150.0,23.0
"Chai G",1,4.199999809265137,200.0,35.0
"Chai Galiyara",1,4.199999809265137,100.0,25.0
"Chai Galli",1,4.199999809265137,150.0,45.0
"Chai Kulcha Bar",1,4.199999809265137,500.0,28.0
"Chai Mode",1,4.199999809265137,350.0,31.0
"Chai Paratha",1,4.199999809265137,100.0,40.0
"Chai Pyala",1,4.199999809265137,400.0,37.0
"Chai Waale",1,4.199999809265137,100.0,40.0
"Chaileela",1,4.199999809265137,200.0,29.0
"Chainess",1,4.199999809265137,150.0,26.0
"Chakabhai Bhel Wala",1,4.199999809265137,200.0,38.0
"Chaman chaat bhandar",1,4.199999809265137,50.0,20.0
"Champaklal Pavbhaji",1,4.199999809265137,250.0,27.0
"Chamunda - The Lassi Shop",1,4.199999809265137,150.0,17.0
"Chandra Shahi Samosa",1,4.199999809265137,100.0,23.0
"Chandravilas Bhuvan",1,4.199999809265137,50.0,30.0
"Chandu Restaurant And Fast Food",1,4.199999809265137,250.0,35.0
"Chandubhai Bhelwala",1,4.199999809265137,100.0,17.0
"Chandubhai Omlet Wala",1,4.199999809265137,350.0,49.0
"Chaps - In Fast Food",1,4.199999809265137,500.0,27.0
"Chapter 2",1,4.199999809265137,300.0,51.0
"Charbhuja Sandwich",1,4.199999809265137,150.0,22.0
"Chatore Stop",1,4.199999809265137,250.0,41.0
"Chatori Chachi",1,4.199999809265137,300.0,33.0
"Chatpataa's Pizza",1,4.199999809265137,100.0,35.0
"Chats Cafe",1,4.199999809265137,250.0,30.0
"Chaudhary Dairy And Confectionery",1,4.199999809265137,150.0,22.0
"Chavan Jilebi Junction And Snacks Corner",1,4.199999809265137,150.0,41.0
"Chavishtha Nonveg No.1",1,4.199999809265137,200.0,28.0
"Chawla De Mashoor Chur Chur Naan",2,4.199999809265137,125.0,38.5
"Chawla Restaurant",1,4.199999809265137,200.0,24.0
"Chawla's Vegetarian",1,4.199999809265137,300.0,18.0
"Checkers",1,4.199999809265137,150.0,23.0
"Checkmate Pizza Point",1,4.199999809265137,150.0,26.0
"Cheesino's",1,4.199999809265137,100.0,37.0
"Cheesy Night",1,4.199999809265137,100.0,38.0
"Chef De Nutrition",1,4.199999809265137,50.0,44.0
"Chef Kapoor's",1,4.199999809265137,200.0,25.0
"Chef Lucky's Paratha On Wheels",1,4.199999809265137,150.0,43.0
"Chef Vishal Hotel And Restaurant",1,4.199999809265137,150.0,61.0
"Chef's Corner",1,4.199999809265137,150.0,50.0
"Chennai Banana Leaf",1,4.199999809265137,200.0,41.0
"Chennai Fast Food",1,4.199999809265137,250.0,35.0
"Chennai Kings",1,4.199999809265137,150.0,42.0
"Chennai Kitchen",1,4.199999809265137,100.0,33.0
"Chennai Maratha",1,4.199999809265137,250.0,26.0
"Chennai Thalappatthii family Restaurant",1,4.199999809265137,350.0,29.0
"Chennai Tiffins Pure Veg",1,4.199999809265137,100.0,27.0
"Chennai Woodlands",1,4.199999809265137,100.0,35.0
"Cherry On Top (Cake Shop)",1,4.199999809265137,150.0,14.0
"Chetna Ganthia Rath",1,4.199999809265137,200.0,21.0
"Chhabras Take Away",1,4.199999809265137,300.0,38.0
"Chhapan Bhog",1,4.199999809265137,200.0,28.0
"Chhattisgarhi Kitchen",1,4.199999809265137,100.0,62.0
"Chhatwals Fish Corner & Snacks Bar",1,4.199999809265137,350.0,38.0
"Chick Fi",1,4.199999809265137,300.0,32.0
"Chicken Shawarma Hut",1,4.199999809265137,150.0,55.0
"Chicken Xperience By Venky's",1,4.199999809265137,200.0,62.0
"Chicken65",1,4.199999809265137,150.0,37.0
"Chick'N Bites",1,4.199999809265137,250.0,29.0
"Chick-N-Serve",1,4.199999809265137,100.0,32.0
"Chili's",1,4.199999809265137,100.0,45.0
"Chillax Fast Food Corner",1,4.199999809265137,150.0,39.0
"Chilli N Herbs Restaurant",1,4.199999809265137,100.0,35.0
"Chilli N Spice - Fidalgo",1,4.199999809265137,400.0,23.0
"Chilli Pistals",1,4.199999809265137,150.0,37.0
"Chilli Spray",1,4.199999809265137,200.0,28.0
"China Bowl",2,4.199999809265137,175.0,38.0
"China Grill",1,4.199999809265137,150.0,42.0
"Purohit Restaurant",1,4.199999809265137,200.0,39.0
"Pushkar Sweets",1,4.199999809265137,150.0,27.0
"Pushpak Misthan Bhandar and Sweet",1,4.199999809265137,100.0,26.0
"Pyaris Bakery",1,4.199999809265137,100.0,50.0
"Pyramid MicroBrewery",1,4.199999809265137,300.0,50.0
"QFC - Quickly Fried Chicken",1,4.199999809265137,100.0,61.0
"Qlique - Hotel Sobti Continental",1,4.199999809265137,100.0,43.0
"Quadro Bae",1,4.199999809265137,150.0,33.0
"Quality Crispy Chicken",1,4.199999809265137,550.0,53.0
"Quality Restaurant An Sweets",1,4.199999809265137,150.0,17.0
"Quest Regency",1,4.199999809265137,150.0,33.0
"Quibon Smoke",1,4.199999809265137,200.0,42.0
"Quick Bite",1,4.199999809265137,100.0,37.0
"Quick Eats",1,4.199999809265137,150.0,66.0
"Quickie Bites",1,4.199999809265137,50.0,41.0
"R K Food Plaza",1,4.199999809265137,200.0,25.0
"R R Family Dhaba Veg",1,4.199999809265137,100.0,27.0
"Rachit's Krishnatunga Restaurant",1,4.199999809265137,350.0,36.0
"Radha Krishna Ki Rasoi",1,4.199999809265137,250.0,51.0
"Radhay Sham Bhatooray Wale",1,4.199999809265137,150.0,27.0
"Radhe Dhokla",1,4.199999809265137,200.0,27.0
"Radhey Lal Sweets",1,4.199999809265137,200.0,29.0
"Radhika's Authentic South Indian Food",1,4.199999809265137,100.0,26.0
"Rahmaniya Restaurant Kethel's Chicken",1,4.199999809265137,300.0,36.0
"Rahul Kabab Paratha",1,4.199999809265137,150.0,30.0
"Rainbow Vada Pav",1,4.199999809265137,50.0,14.0
"Raj Darbar",1,4.199999809265137,200.0,35.0
"Raj Mahal",1,4.199999809265137,150.0,33.0
"Raj Mahal Dawat E Darbar",1,4.199999809265137,100.0,29.0
"Raj Sweet House",1,4.199999809265137,200.0,36.0
"Rajani's Kitchen",1,4.199999809265137,200.0,26.0
"Rajasthan",1,4.199999809265137,100.0,45.0
"Rajasthan Bhaj Govindam",1,4.199999809265137,50.0,37.0
"Rajasthani Panipuri & Fast Food",1,4.199999809265137,100.0,39.0
"Rajendra Chinese",1,4.199999809265137,150.0,28.0
"Rajesh Sweets & Bakers",1,4.199999809265137,200.0,45.0
"Rajinder Da Dhaba",1,4.199999809265137,250.0,46.0
"Raju Bhai Ka Dhaba - Mansha Foods",1,4.199999809265137,200.0,32.0
"Raju Cheese Corner",1,4.199999809265137,150.0,17.0
"Raju Chinese Fast Food",2,4.199999809265137,150.0,20.5
"Raju Fish And Chicken Corner",1,4.199999809265137,350.0,18.0
"Raju Uncle's Chole Bhature",1,4.199999809265137,100.0,44.0
"Rajwadi Icecream and Gola",1,4.199999809265137,200.0,20.0
"Ram Asrey",1,4.199999809265137,200.0,21.0
"Ram Krishna",1,4.199999809265137,100.0,29.0
"Ram Lal Chole Bhature",1,4.199999809265137,50.0,18.0
"Rama Bagh Multi Cuisine Restaurant",1,4.199999809265137,150.0,37.0
"Ramachandra Parlour",1,4.199999809265137,100.0,17.0
"Rami Foods ( Heaven Pizza & Cafe)",1,4.199999809265137,100.0,25.0
"Ramji's Food Plaza",1,4.199999809265137,400.0,36.0
"Ramkrishna Meals",1,4.199999809265137,150.0,53.0
"Ramus Sweets And Bakery",1,4.199999809265137,450.0,10.0
"Ranchi Cake Shop",1,4.199999809265137,100.0,24.0
"Ranchi Flowers And Cakes",1,4.199999809265137,400.0,22.0
"Ranjan Snack Foods",1,4.199999809265137,300.0,25.0
"Ranjit's Lakeview",1,4.199999809265137,100.0,38.0
"Ranna Baati",1,4.199999809265137,200.0,38.0
"Rasikas Grand Fusion",1,4.199999809265137,100.0,22.0
"Rasna Buzz - Food Court",1,4.199999809265137,200.0,39.0
"Rasooi Magic",1,4.199999809265137,150.0,36.0
"Rasraj",1,4.199999809265137,100.0,33.0
"Ratan Shree Friyali Centre",1,4.199999809265137,50.0,33.0
"Ratna Veg Cuisine",1,4.199999809265137,200.0,36.0
"Ratnagiri Restaurant & Bar",1,4.199999809265137,250.0,52.0
"Raviraj Restaurant",1,4.199999809265137,250.0,38.0
"Rayudu Dhaba",1,4.199999809265137,200.0,29.0
"RC Delights Restaurant",1,4.199999809265137,150.0,38.0
"Real Kitchen",1,4.199999809265137,100.0,33.0
"Red Culture",1,4.199999809265137,100.0,37.0
"Red Door Cafe - The Game Hub",1,4.199999809265137,250.0,34.0
"Red Hot Chilli Pepper",1,4.199999809265137,100.0,48.0
"Red Kitchen & Lounge",1,4.199999809265137,300.0,63.0
"Red Onion",1,4.199999809265137,100.0,41.0
"Redaan Restaurant",1,4.199999809265137,100.0,24.0
"Reeta Ice Cream",1,4.199999809265137,50.0,18.0
"Refresh",1,4.199999809265137,250.0,30.0
"Refuel",1,4.199999809265137,100.0,32.0
"Reggae Chilli",1,4.199999809265137,150.0,42.0
"Relax Bar & Restaurant",1,4.199999809265137,150.0,23.0
"Relax Pure Veg",1,4.199999809265137,150.0,35.0
"Relish Restaurant- The Legend Hotel",1,4.199999809265137,100.0,30.0
"Renuka Restaurant",1,4.199999809265137,450.0,30.0
"Rewind",1,4.199999809265137,100.0,27.0
"Rhino Rolls-Mighty Big",1,4.199999809265137,250.0,41.0
"RHR Restaurant",1,4.199999809265137,100.0,29.0
"Rice Bowl Thai & Chinese",1,4.199999809265137,100.0,27.0
"Richi Rich",1,4.199999809265137,200.0,36.0
"Richie's Pizza House",1,4.199999809265137,300.0,34.0
"Ricochi",1,4.199999809265137,100.0,40.0
"Riddhi Siddhi Fast Food",1,4.199999809265137,200.0,25.0
"Rijo Bakery",1,4.199999809265137,150.0,30.0
"Rishi Vegetarian Dhaba NK",1,4.199999809265137,150.0,23.0
"Rishis Kitchen",1,4.199999809265137,50.0,50.0
"RJ 14",1,4.199999809265137,150.0,33.0
"RK's Rasoi",1,4.199999809265137,200.0,23.0
"RNR Biryani - Taste Of 1953",1,4.199999809265137,200.0,38.0
"Road Side Bells",1,4.199999809265137,100.0,37.0
"Rocket Momos",1,4.199999809265137,150.0,32.0
"Rocks N Logs",1,4.199999809265137,100.0,16.0
"Rocky A to Z Chinese Point",1,4.199999809265137,200.0,47.0
"Roll A Rappa By Bhatia Namkeen",1,4.199999809265137,250.0,27.0
"Roll Express The Real Taste Of Kathi Rolls",1,4.199999809265137,200.0,34.0
"Roll Xpress Cafe",1,4.199999809265137,300.0,19.0
"Roll Zone",1,4.199999809265137,150.0,36.0
"Rollarappaa",2,4.199999809265137,150.0,22.5
"Rollcha",1,4.199999809265137,350.0,30.0
"Rollmaal",1,4.199999809265137,200.0,39.0
"Rolls Xpress Orignal",1,4.199999809265137,100.0,36.0
"Rollstic",1,4.199999809265137,250.0,27.0
"Rolly Ice Cream",1,4.199999809265137,150.0,31.0
"Roly Poly Cakes nd Eatery",1,4.199999809265137,100.0,14.0
"Rominus Pizza & Burger",1,4.199999809265137,100.0,33.0
"Roopali Pure Veg",1,4.199999809265137,150.0,35.0
"Roti Ghar",1,4.199999809265137,100.0,35.0
"Roti Stop",1,4.199999809265137,100.0,17.0
"Rotolo",1,4.199999809265137,300.0,30.0
"Royal Biriyani & Fastfood",1,4.199999809265137,150.0,20.0
"Royal Bites",1,4.199999809265137,100.0,24.0
"Royal Hut By Royal Cafe",1,4.199999809265137,450.0,25.0
"Royal Juice Center",1,4.199999809265137,250.0,41.0
"Royal Juice Centre",1,4.199999809265137,250.0,44.0
"Royal Kitchen",1,4.199999809265137,200.0,51.0
"Royal Punjabi Dhaba",1,4.199999809265137,300.0,34.0
"Royal Sartaj",1,4.199999809265137,200.0,40.0
"Royal Shahi Biryani",1,4.199999809265137,200.0,24.0
"Royal South Vegetarians Paradise",1,4.199999809265137,150.0,39.0
"Royal Spice",1,4.199999809265137,250.0,39.0
"RS Icecream",1,4.199999809265137,100.0,12.0
"Ruchi Snacks Centre",1,4.199999809265137,250.0,28.0
"Rudra Fast Food",1,4.199999809265137,200.0,42.0
"Ruhi 27",1,4.199999809265137,150.0,37.0
"Rushi Fudzs",1,4.199999809265137,100.0,26.0
"Ryan's Kitchen by The Mad Bakers",1,4.199999809265137,300.0,36.0
"S & D Food Parlor",1,4.199999809265137,200.0,40.0
"S Cube Pudding Bar",1,4.199999809265137,200.0,33.0
"S S Bandu Puneri Vada Pav",1,4.199999809265137,200.0,22.0
"S. Special Food",1,4.199999809265137,300.0,32.0
"S.P Chinese",1,4.199999809265137,150.0,33.0
"Saad Foods",1,4.199999809265137,250.0,24.0
"Saastha Chickens And Foods",1,4.199999809265137,150.0,38.0
"Sabharwal Bakers And Food Plaza",1,4.199999809265137,150.0,19.0
"Sabir Kashmiri Tea",1,4.199999809265137,200.0,33.0
"Sabka Chulha",1,4.199999809265137,100.0,51.0
"Sabka Dine",1,4.199999809265137,150.0,25.0
"Sachin Foods",1,4.199999809265137,50.0,19.0
"Safa Bakers",1,4.199999809265137,100.0,27.0
"Saffron - The Loft Hotel",1,4.199999809265137,100.0,31.0
"Saffron Veg Restaurant",1,4.199999809265137,50.0,53.0
"Sagar Bakery",1,4.199999809265137,200.0,22.0
"Sagar Chinese & Juice Center",1,4.199999809265137,100.0,39.0
"Sagar Fast Food",1,4.199999809265137,100.0,37.0
"Sagar Gaire",1,4.199999809265137,100.0,41.0
"Sagar Ghughra And Vada Pav",1,4.199999809265137,150.0,18.0
"Sagar Papaji Ka Dhaba",1,4.199999809265137,200.0,32.0
"Sagar Shree",1,4.199999809265137,100.0,27.0
"Sagar South Indian Restaurant",1,4.199999809265137,250.0,21.0
"Sahadeva Reddy Chaat & Snacks",1,4.199999809265137,350.0,33.0
"Sahadeva Reddy's Juice Express",1,4.199999809265137,200.0,35.0
"Sahana Veg Restaurant",1,4.199999809265137,250.0,34.0
"Sahibaan",1,4.199999809265137,250.0,56.0
"Sahjanand Restaurant",1,4.199999809265137,100.0,26.0
"Sai Anandhaas",1,4.199999809265137,100.0,25.0
"Sai Bakery Cake & Pestry",1,4.199999809265137,100.0,18.0
"Sai Cafe Katta",1,4.199999809265137,150.0,43.0
"Sai Charan Dhaba 2",1,4.199999809265137,200.0,47.0
"Sai Charan Dhabha",1,4.199999809265137,200.0,24.0
"Sai Chinese & Punjabi",1,4.199999809265137,150.0,12.0
"Sai Kitchen",1,4.199999809265137,100.0,48.0
"Sai Lakshmi",1,4.199999809265137,100.0,24.0
"Sai Lucky Bakers",1,4.199999809265137,150.0,33.0
"Sai Prasad Bhojanalya",1,4.199999809265137,150.0,27.0
"Sai Rasoi",1,4.199999809265137,100.0,30.0
"Sai Silver Dum Biryani",1,4.199999809265137,250.0,26.0
"Sai Sunder",1,4.199999809265137,400.0,23.0
"Sai Sweets",1,4.199999809265137,200.0,27.0
"Saif Ice Cream And Chat",1,4.199999809265137,150.0,39.0
"Saima Restaurant",1,4.199999809265137,150.0,39.0
"Sainath Restaurant",1,4.199999809265137,100.0,26.0
"Saini Sweets",1,4.199999809265137,250.0,25.0
"Saino Restaurant",1,4.199999809265137,50.0,38.0
"Sairam Parlour",1,4.199999809265137,100.0,25.0
"Saju Chef's Biryani",1,4.199999809265137,150.0,32.0
"Sakhis Wat'z Kuking",1,4.199999809265137,150.0,25.0
"Sakun - Hotel Sawera Grand",1,4.199999809265137,150.0,35.0
"Salad By Calorie",1,4.199999809265137,150.0,49.0
"Salad N Snack Delite",1,4.199999809265137,100.0,29.0
"Saleem Biryani Point",1,4.199999809265137,150.0,19.0
"Saleem Javed Rule The Rolls",1,4.199999809265137,350.0,31.0
"Salem Cafe [ Unit Of Selvi Mess ]",1,4.199999809265137,100.0,36.0
"Salem Ravichandran Tiffin House",1,4.199999809265137,150.0,24.0
"Salt Water Resto Cafe",1,4.199999809265137,200.0,27.0
"Saluja Fast Food",1,4.199999809265137,250.0,26.0
"Samarth Pav Bhaji Juice Centre",1,4.199999809265137,100.0,33.0
"Samarth Restaurant",1,4.199999809265137,200.0,34.0
"Sambar Pure Veg",1,4.199999809265137,150.0,23.0
"Samco",1,4.199999809265137,200.0,37.0
"Samosa House Sweets",1,4.199999809265137,50.0,23.0
"Samriddhi Thali",1,4.199999809265137,200.0,42.0
"Sams Momos And Rolls",1,4.199999809265137,150.0,26.0
"Sams Ristorante Pizzeria",1,4.199999809265137,150.0,46.0
"Samy Bhojnalaya",1,4.199999809265137,200.0,26.0
"Sana - Di - Ge",1,4.199999809265137,200.0,43.0
"Sandoz",2,4.199999809265137,175.0,31.0
"Sandwizzaa",1,4.199999809265137,150.0,33.0
"Sangam Burger And Roll Centre",1,4.199999809265137,300.0,37.0
"Sangam Dabeli Ni Lari",1,4.199999809265137,100.0,25.0
"Sangam Mishthan Bhandar",1,4.199999809265137,150.0,19.0
"Sangam Sweets",1,4.199999809265137,100.0,30.0
"Sangeetha Veg Restaurant - Gandhi Irwin Road",1,4.199999809265137,200.0,28.0
"Sanjay Sweets",1,4.199999809265137,100.0,44.0
"Sanjay Vegetarian Corner & Juice Center",1,4.199999809265137,300.0,55.0
"Sanjay's Real Cheese",1,4.199999809265137,100.0,26.0
"Sanjha Chula Rasoi",1,4.199999809265137,150.0,33.0
"Sanjos Donuts",1,4.199999809265137,150.0,31.0
"Sanju Chinese Fast Food",1,4.199999809265137,400.0,26.0
"Sankalp Restaurant",1,4.199999809265137,100.0,30.0
"Sanskruti",1,4.199999809265137,200.0,29.0
"Sanskruti Restaurant",1,4.199999809265137,300.0,25.0
"Santa Delivers",2,4.199999809265137,175.0,42.0
"Santosh Sweet Home",1,4.199999809265137,150.0,25.0
"Sanyog",1,4.199999809265137,150.0,19.0
"Saoji Thaat",1,4.199999809265137,250.0,40.0
"Saparito Pizza",1,4.199999809265137,150.0,38.0
"Sapna Sangita Sandwich",1,4.199999809265137,250.0,35.0
"Saptapadi",1,4.199999809265137,200.0,50.0
"Sardar Ji Ke Mashoor Chhole Bhature - Punjabi Zaika",1,4.199999809265137,100.0,27.0
"Sardarji Bar B-Q",1,4.199999809265137,350.0,32.0
"Sargam Food",1,4.199999809265137,150.0,19.0
"Sargam Kitchen",1,4.199999809265137,50.0,21.0
"Sarita’s Cafe",1,4.199999809265137,150.0,30.0
"Sarvan Cafe",1,4.199999809265137,150.0,25.0
"Sarvi",1,4.199999809265137,150.0,47.0
"Sarvottam Restaurant",1,4.199999809265137,200.0,19.0
"Sas Bahu Bati Chokha",1,4.199999809265137,200.0,71.0
"Sassy House - All Day Cafe",1,4.199999809265137,150.0,46.0
"Satpal Chicken Dhaba",1,4.199999809265137,150.0,28.0
"Sattvik By Emerald Clarks Inn Suites",1,4.199999809265137,250.0,31.0
"Satvik",1,4.199999809265137,200.0,39.0
"Satvik Gujrati Foods & Snacks",1,4.199999809265137,150.0,61.0
"Saud Store Tasty Delight",1,4.199999809265137,300.0,25.0
"Savera Hotel",1,4.199999809265137,200.0,32.0
"Sawliya Burger Dabeli",1,4.199999809265137,100.0,30.0
"Schezwan Express",1,4.199999809265137,50.0,23.0
"Scoopers",1,4.199999809265137,50.0,15.0
"Scrummys",1,4.199999809265137,150.0,51.0
"Secret Oven Pizza",1,4.199999809265137,100.0,41.0
"Selvi Mess",2,4.199999809265137,125.0,18.5
"Senior New Famous Swadist Panipuri Center",1,4.199999809265137,100.0,32.0
"Serenade - Manor Food Plaza",1,4.199999809265137,200.0,19.0
"Sethi Tikka Kabab Curry",1,4.199999809265137,150.0,34.0
"SFC",1,4.199999809265137,200.0,37.0
"SH Sisters Food",1,4.199999809265137,250.0,50.0
"SH. Narayan Dass Ji Bare Wale",1,4.199999809265137,150.0,16.0
"Sh. Narayan Dass Ji Bare Wale - Ramamandi",1,4.199999809265137,100.0,36.0
"Shabana's Afzal Bakery",1,4.199999809265137,200.0,33.0
"Shabri Dabeli",1,4.199999809265137,150.0,20.0
"Shadab's Kebab",1,4.199999809265137,250.0,40.0
"Shadow's Kitchen",1,4.199999809265137,150.0,64.0
"Shafaat Fast Food",1,4.199999809265137,100.0,23.0
"Shahanshah -Taste Mein Baap",1,4.199999809265137,150.0,32.0
"Shahi Bhoj Thali Restaurant",1,4.199999809265137,200.0,29.0
"Shahi Darbar: By Madrasi Grill",1,4.199999809265137,150.0,33.0
"Shahi Daya Restaurant",1,4.199999809265137,250.0,45.0
"Shahi Durbar",1,4.199999809265137,150.0,24.0
"Shahi Grill",1,4.199999809265137,200.0,29.0
"Shahi Haandi Kebab & Biryani",1,4.199999809265137,100.0,27.0
"Shahid Biryani",1,4.199999809265137,200.0,32.0
"Shakahari Restaurant",1,4.199999809265137,200.0,42.0
"Shake Box",1,4.199999809265137,300.0,35.0
"Shake N Score",1,4.199999809265137,150.0,48.0
"Shake O Holic",1,4.199999809265137,150.0,26.0
"Shalimar",1,4.199999809265137,350.0,52.0
"Shanbhag Hotel",1,4.199999809265137,100.0,47.0
"Shanghai Express - Hotel Marrion",1,4.199999809265137,200.0,29.0
"Shangri La Plus",1,4.199999809265137,250.0,33.0
"Shankar Chat & Sweets",1,4.199999809265137,150.0,17.0
"Shankar Hotel",1,4.199999809265137,200.0,30.0
"Shanti Dairy & Milk Products",1,4.199999809265137,150.0,19.0
"Sharma Food Court",1,4.199999809265137,150.0,28.0
"Sharma Ji Paratha Wala Delhi 6",1,4.199999809265137,200.0,46.0
"Sharma Sweet Shop",1,4.199999809265137,150.0,48.0
"Sharma's Pure Veg",1,4.199999809265137,200.0,47.0
"Sharma's Sandwich",1,4.199999809265137,300.0,33.0
"Shaurya Inn",1,4.199999809265137,200.0,27.0
"Shaw Grills",1,4.199999809265137,200.0,35.0
