"restaurant_name","cnt","rating"
"Mom's Chicken",1,3.8
"Mom's Cuisine",1,3.4
"Mom's Dhosa Parlour",1,4.3
"Mom's Food",1,3.9
"Mom's Home Made Kitchen",1,4.2
"MOMS Kitchen",3,3.7
"MOMS Kitchen",3,3.9
"MOMS Kitchen",3,4.2
"Mom's Kitchen",9,3.3
"Mom's Kitchen",9,3.5
"Mom's Kitchen",9,3.7
"Mom's Kitchen",9,3.7
"Mom's Kitchen",9,3.8
"Mom's Kitchen",9,4.1
"Mom's Kitchen",9,4.1
"Mom's Kitchen",9,4.1
"Mom's Kitchen",9,4.3
"Mom's Kitchen And Sweets",1,4.1
"MOM'S Kitchen-Cook With Love",1,3.3
"Mom's Maggy Mania",1,4.2
"Moms Magic",1,3.1
"Mom's Magic",3,4.0
"Mom's Magic",3,4.1
"Mom's Magic",3,4.2
"Mom's Magic Kitchen",1,4.3
"Mom's Mazic",1,3.2
"Mom's Restaurant",1,4.0
"Mom'z Kitchen",1,3.6
"Mom'z Parantha",1,4.3
"Mon Amour",1,3.3
"Mona Food",1,4.1
"Monarca",1,4.0
"Monarch D Nine Restaurant",1,3.9
"Monday Monkey's",1,3.7
"Monginis",7,3.9
"Monginis",7,3.9
"Monginis",7,4.0
"Monginis",7,4.1
"Monginis",7,4.2
"Monginis",7,4.2
"Monginis",7,4.2
"Monginis Cake Shop",6,3.7
"Monginis Cake Shop",6,3.8
"Monginis Cake Shop",6,4.0
"Monginis Cake Shop",6,4.1
"Monginis Cake Shop",6,4.1
"Monginis Cake Shop",6,4.2
"Monginis The Cake Shop",1,3.4
"Moni Chat Corner",1,3.8
"Monica Fast Food Restaurant",1,3.7
"Monica Galaxy",1,3.7
"Monica's Puddings & Pies",2,4.0
"Monica's Puddings & Pies",2,4.1
"Monika Pizza & Fast Food",1,4.1
"Monil Special Fast Food",1,4.2
"Monkey's Ranch",1,4.0
"Monk's Kitchen",1,3.6
"Monks Pizza",1,3.1
"Monster Fast food",1,4.2
"Monsters Cafe",1,4.0
"Monster's Pizza",1,3.9
"Montana Kitchen",1,4.0
"Monty Ki Chaat",1,3.5
"Monu Gyaniji Ka Dhaba",1,3.8
"Monu Sweets",1,3.9
"Monzter",1,3.3
"Moochhad's Tea Cafe",1,3.8
"Mood Bakers",1,4.1
"Mood Fresher",1,3.7
"Moodup-Cakes",1,3.6
"Moody Blues",1,4.2
"Moolchand Chur Chur Naan Or Paratha Since 1979",1,3.2
"Moolchand Parantha",2,4.3
"Moolchand Parantha",2,4.4
"Moolchand Restaurant",1,3.4
"Moomba",1,4.0
"Moon Bakery",1,3.4
"Moon Light",1,3.9
"Moon Light Pizzeria",1,4.0
"Moon Tree Cafe- Sayaji Hotel",1,4.4
"Moonlight Cafe",1,4.2
"Moonlight Chinese Center",1,4.0
"Moonlight Cuisine",1,3.8
"Moonlight Premium",1,3.8
"Moonlight Takeaway & Delivery",1,3.8
"Mooto'z Bakery",1,4.0
"Mor Mukut Peetha Store",1,4.2
"Morbiwala Sweets And Farsan Mart",1,4.4
"More Over Coffee",1,3.9
"More Than Prantha's",1,4.0
"Morena Dairy",1,4.1
"Moreshwar Foodee Corner",2,4.1
"Moreshwar Foodee Corner",2,4.2
"Morgan’s Place",1,4.0
"Morgans The Italian Pizzeria",1,4.0
"Moris Food Court",1,4.4
"Morning 2 Night",1,3.9
"Morok-O-Pizza",1,3.5
"MOS - Mad Over Spices",1,4.1
"Mosaic - Radisson Jaipur City Center",1,3.6
"Mosaic Restaurant - Country Inn Suites By Radisson",1,4.0
"Mosasa",1,4.1
"MoShik's Homemade Chocolates",1,4.1
"Mota Bhai",1,4.2
"Mota Bhai Cafe",1,3.2
"Mota Bhaii Indian Kitchen",1,4.0
"Mota Halwai",1,3.5
"Mota Halwai Pehalwans",1,3.4
"Mota Halwai Since 1950",1,3.4
"Motel Madhuban",1,4.3
"Mother Dairy's Family Delight Cafe",1,3.4
"Mother India Social",1,3.0
"Mothers Kitchen",2,3.6
"Mothers Kitchen",2,3.6
"Mother's Kitchen",5,3.1
"Mother's Kitchen",5,3.6
"Mother's Kitchen",5,4.0
"Mother's Kitchen",5,4.1
"Mother's Kitchen",5,4.1
"Mother's Meal",1,3.7
"Mothers Milkshakes",1,3.8
"Mothers Touch",1,4.5
"Mother's Veg Plaza",1,4.3
"Mothi Mahal",1,3.7
"Mothi Mahal Residency",1,3.7
"Moti Mahal",6,3.6
"Moti Mahal",6,4.0
"Moti Mahal",6,4.1
"Moti Mahal",6,4.2
"Moti Mahal",6,4.2
"Moti Mahal",6,4.2
"Moti Mahal Delux",16,3.6
"Moti Mahal Delux",16,3.6
"Moti Mahal Delux",16,3.8
"Moti Mahal Delux",16,3.9
"Moti Mahal Delux",16,3.9
"Moti Mahal Delux",16,4.0
"Moti Mahal Delux",16,4.0
"Moti Mahal Delux",16,4.1
"Moti Mahal Delux",16,4.1
"Moti Mahal Delux",16,4.1
"Moti Mahal Delux",16,4.2
"Moti Mahal Delux",16,4.2
"Moti Mahal Delux",16,4.2
"Moti Mahal Delux",16,4.2
"Moti Mahal Delux",16,4.2
"Moti Mahal Delux",16,4.2
"Moti Mahal Delux - Tandoori Trail",1,4.1
"Moti Mahal Delux- Legendary Culinary",1,4.2
"Moti Mahal Delux Restaurant",3,3.7
"Moti Mahal Delux Restaurant",3,3.9
"Moti Mahal Delux Restaurant",3,4.0
"Moti Mahal Delux Tandoori Trail",4,3.9
"Moti Mahal Delux Tandoori Trail",4,3.9
"Moti Mahal Delux Tandoori Trail",4,4.1
"Moti Mahal Delux Tandoori Trail",4,4.1
"Moti Mahal Restaurant",2,3.4
"Moti Mahal Restaurant",2,4.0
"Moti Mahal Sweets",1,4.3
"Moti Mahal Varanasi",1,3.7
"Motis Kitchen",1,4.2
"Moto Space Restaurant",1,4.1
"Motu Chicken",1,3.8
"Moukshitha - The Real South Indian Hub",1,4.2
"Mounika Mess And Curries Point",1,4.4
"Mount Fuji Japanese Pan Asian Restaurant & Bar",1,4.2
"Mountain High",1,4.2
"Mountview Patisserie",1,4.5
"Mourya Biryani Point",1,4.2
"Mourya Hotel",1,4.2
"Mourya Maggi Center",1,4.3
"Mourya Tasty Foods",1,4.3
"Moussestruck",1,4.5
"Mouzy - Banana Avil Milk",1,4.3
"MOXA Restaurant- Prangan By Mango Hotels",1,4.0
"Mozza",1,3.7
"Mozzarella",1,3.7
"Mozzarella 2.0",1,4.0
"Mozzarella Pizzeria",1,3.7
"MP Chicken & Omlet",1,3.6
"MP Fast Food",1,4.0
"MP-09 Delhi's famous Chole Bhature",1,3.9
"Mp's Kitchen",1,3.9
"MQXT",1,3.9
"Mr & Mrs Chaiwala",1,4.3
"Mr & Mrs Falooda",1,4.0
"Mr & Mrs Idly",2,3.5
"Mr & Mrs Idly",2,4.1
"Mr & Mrs Vada Pav",1,4.1
"Mr and Mrs Idly",1,4.0
"MR Anna By Maa Ki Rasoi",1,4.1
"Mr Bakers",1,4.5
"Mr Bakery",1,3.4
"Mr Bakingo",1,4.0
"Mr Bean Cafe",1,4.1
"Mr Bean Steak House",1,4.1
"Mr Beans Pizza Restaurant",1,3.8
"Mr Biryani",1,3.6
"Mr Bowl's",1,4.2
"Mr Brown",1,4.1
"Mr Browne",1,3.2
"Mr Burger Cafe",1,4.1
"Mr Chaap",1,4.1
"Mr Charlie Cafe",1,3.8
"Mr Chef Family Restaurant",1,4.0
"Mr Chef Mandi House",1,3.8
"Mr Choudhary Momos",1,4.1
"Mr Crisspi",1,4.1
"Mr Crown Cake",1,4.1
"Mr Delight 24",1,3.7
"Mr Foodie Singh",1,3.7
"MR Grand Hotel",1,4.3
"Mr Grill",2,4.0
"Mr Grill",2,4.1
"Mr Hakka",1,2.8
"Mr Haleem Foods",1,4.4
"Mr Hot",1,3.9
"Mr Hummuswala",1,4.1
"Mr Idli",1,3.5
"Mr Jongs",1,3.9
"Mr Kolambu",1,3.7
"Mr Kukdu Ku",1,3.1
"Mr Lama Chow",1,4.3
"Mr Momo King",1,3.7
"Mr Momo Wala",1,3.9
"MR Momo's",1,3.9
"Mr Non - Veg House",1,3.9
"Mr Paranthas",1,3.4
"Mr Pizza",1,4.0
"Mr Pizza & Burgers",1,4.3
"Mr Pizza King",1,3.9
"Mr Pizza Wala",1,4.0
"Mr Pizzeria",1,3.6
"Mr Rice Box",1,3.5
"Mr Saboodana",1,3.9
"Mr Samosa",1,4.0
"Mr Sandwich",3,3.5
"Mr Sandwich",3,4.0
"Mr Sandwich",3,4.3
"Mr Shake",1,3.8
"Mr Shawarma",1,4.5
"Mr Singh's Kitchen",1,4.4
"Mr Snacks",1,3.6
"Mr Subramanyam",1,3.5
"Mr Tea",1,3.7
"Mr The Food Cage",2,3.1
"Mr The Food Cage",2,3.2
"Mr Vada Pav",1,4.0
"Mr Waffle Therapist",1,4.0
"Mr. & Mrs. Vada",1,4.4
"Mr. Baker",1,3.9
"Mr. Baker’s Live Puff",1,4.4
"Mr. Bakers",1,3.7
"Mr. Baker's",1,3.8
"Mr. Bakery Wala",1,3.7
"Mr. Bavarchi Hotel",1,3.6
"Mr. Beans",1,4.2
"Mr. Belgium Waffles",1,4.1
"Mr. Bhukkad",1,4.0
"Mr. Biryani",1,4.0
"Mr. Brown",1,4.4
"Mr. Brown - Danbro",1,4.2
"Mr. Burger",2,4.1
"Mr. Burger",2,4.1
"Mr. Burger Hut",1,3.4
"Mr. Cake",1,3.8
"Mr. Cake Boss",1,4.3
"Mr. Cakes & Gifts",1,3.5
"Mr. Chaa Sutta",1,4.0
"Mr. Chef Chinese Food",1,3.5
"Mr. Chow’s",1,4.3
"Mr. Chowking",1,4.3
"Mr. Chow's",2,4.2
"Mr. Chow's",2,4.2
"Mr. Choy",1,4.1
"Mr. Crisspi",1,4.2
"Mr. Crunch Bakers",1,3.1
"Mr. Crust Bakers",2,4.1
"Mr. Crust Bakers",2,4.2
"Mr. Delicious",1,4.0
"Mr. Doner House",1,3.9
"Mr. Dosa South Wala Taste",1,3.6
"Mr. Dosa Wala",1,3.4
"Mr. Faddy",2,4.3
"Mr. Faddy",2,4.3
"Mr. Foodi-E",1,3.6
"Mr. Foodie Aaba",1,3.3
"Mr. Foodies",1,2.9
"Mr. Good Bakers",1,4.3
"Mr. Grill (A Unit Of Mr. Sandwich)",1,4.1
"Mr. Hummus",1,4.1
"Mr. Idli & Chats",1,4.0
"Mr. Idli Grab n Go",1,4.0
"Mr. Jalapenos",1,4.1
"Mr. Kebab",1,3.6
"Mr. King Burger",1,3.5
"Mr. Krisper",3,4.0
"Mr. Krisper",3,4.0
"Mr. Krisper",3,4.2
"Mr. Kutchhi",2,4.1
"Mr. Kutchhi",2,4.3
"Mr. Momo",1,3.2
"Mr. Momo Singh",1,3.6
"Mr. Momos",3,3.0
"Mr. Momos",3,3.8
"Mr. Momos",3,4.4
"Mr. Momo's King Lassi",1,4.3
"Mr. Narayan And Fast Food",1,3.4
"Mr. Papdi",1,3.8
"Mr. Pizza",2,3.6
"Mr. Pizza",2,4.4
"Mr. Pizza Wala",1,3.9
"Mr. Puff",3,3.9
"Mr. Puff",3,3.9
"Mr. Puff",3,4.0
"Mr. Pulao",2,3.6
"Mr. Pulao",2,3.9
"Mr. Rolls & Shakes Co.",1,4.2
"Mr. Rollwala",1,3.6
"Mr. Royal Cake Shop & Bakery",1,4.4
"Mr. Sam’s",1,4.0
"Mr. Sandwich",4,3.7
"Mr. Sandwich",4,3.8
"Mr. Sandwich",4,4.1
"Mr. Sandwich",4,4.2
"Mr. Shawarma",1,4.0
"Mr. Showarma",1,4.2
"Mr. Singh's",1,4.0
"Mr. Singh's Pure Veg Restaurant & Cafe",1,3.7
"Mr. Singh's Tandoori Hut",1,3.9
"Mr. Sub",1,4.2
"Mr. Swaad Restaurant",1,3.5
"Mr. Tandoor",2,3.9
"Mr. Tandoor",2,4.2
"Mr. Ted",1,4.1
"Mr. Thattu Vadai",1,3.8
"Mr. Vadapav & Dabeli",1,3.5
"Mr. Waffle & Momos",1,3.8
"Mr.Burger Bar",1,2.9
"Mr.Chef 1947",1,3.7
"Mr.Chef Food Court",1,4.3
"Mr.Chef Restaurant",1,3.2
"Mr.Food",1,3.9
"Mr.Rollwala (MJ college)",1,4.1
"MRA Signature Bakery & Restaurant",1,3.9
"MRCB",1,3.3
"MRCB- Modern Rythu Chicken Bazar",2,3.7
"MRCB- Modern Rythu Chicken Bazar",2,4.0
"MRF Punjabi Food",1,4.1
"Mrigaya Biryani",1,3.9
"MRK Kitchen",1,3.7
"Mrs Bector's Cremica",1,4.2
"Mrs India Chai",1,4.0
"Mrs Plate Family Restaurant",1,4.1
"Mrs Sharma's Home Kitchen",1,4.1
"Mrs. And Mr. Cake Wala",1,4.0
"Mrs. Khanna Ki Rasoi",1,4.0
"Mrs. Magpie",1,4.1
"MS Bakery",1,4.2
"MS Bakery & Sweets",1,4.4
"MS Calcutta Chicken Fries And Burgers",1,2.8
"MS Chaap Corner",1,4.2
"MS Fast Food & Cafe",1,3.5
"MS Food",1,3.8
"MS Have More Restaurant",1,4.0
"MS Mandi & Shawarma",1,4.0
"M's Oven Fresh",1,3.7
"M'sons The Fryers",1,4.3
"MSR Biriyani Hotel",1,3.7
"MTW - Matru Tikki Wala",1,3.7
"Mubarak Darbar",1,4.3
"Mubarak Hyderabad Biryani House",1,3.9
"Mubeen's",1,4.1
"Mucchad A Junction Of Paratha & Dosa",1,3.7
"Much & More Cafe",1,4.2
"Mud Coffee",1,4.1
"Mud Idli",1,3.5
"Mudaliyar Idly Kadai",1,3.5
"Muddapappu Avakai.com",1,3.7
"Mudita Ni Mithaio",1,4.2
"Muffins By Express Hotel",1,4.4
"Mug & Beans",1,4.0
"Mugal Restaurant",1,3.8
"Mugale Sadik Fast Food",1,3.6
"Mughal Arsalan Biryani",1,3.5
"Mughal Biryani",1,4.0
"Mughal Biryani Center",1,3.4
"Mughal Biryani House",1,3.4
"Mughal Bite",1,4.0
"Mughal Darbar",6,3.2
"Mughal Darbar",6,3.5
"Mughal Darbar",6,3.7
"Mughal Darbar",6,3.7
"Mughal Darbar",6,3.9
"Mughal Darbar",6,4.0
"Mughal Darbar Family Restaurant",1,3.8
"Mughal Darbar Fast Food",1,3.7
"Mughal Darbar Restaurant",1,4.2
"Mughal Dhaba",1,3.9
"Mughal Flavour Grand",1,3.5
"Mughal Garden Restaurant",1,4.0
"Mughal Hotel",1,3.8
"Mughal Mahal",1,4.1
"Mughal Mings",1,3.6
"Mughal Restaurant",1,4.2
"Mughal Shahi Biryani",1,4.0
"Mughal-E-Azam",1,3.9
"Mughal's Bawarchi",1,3.5
"Mughal's Hotel",1,3.2
"Mughlai Affair",1,3.7
"Mughlai Chefs",1,3.5
"Mughlai Chicken Darbar",1,3.8
"Mughlai Darbaar",2,3.4
"Mughlai Darbaar",2,3.9
"Mughlai Darbar",1,3.7
"Mughlai Darbar By Hotel Vinayak Inn",1,3.9
"Mughlai Dastarkhwan Multi Cuisine Restaurant",1,3.4
"Mughlai Junction",3,3.6
"Mughlai Junction",3,4.0
"Mughlai Junction",3,4.1
"Mughlai Khana",1,4.2
"Mughlai Khazana",1,4.2
"Mughlai Restaurant",1,3.7
"Mughlai Sheermaal",1,4.2
"Mughlai Zaika",2,3.8
"Mughlai Zaika",2,4.0
"Mughlai Zayka",1,3.5
"Mughlayi Darbaar",1,3.5
"Muglai Non Veg",1,3.7
"Muhammadi Curries",1,3.7
"Muhammadi Palace",1,4.0
"Mujtaba Grills",1,3.9
"Mukesh Bakery",1,3.8
"Mukesh Bati Chokha",1,3.2
"Mukesh Egg Center",1,3.7
"Mukesh Fast Food",1,4.0
"Mukesh Hotel",1,4.1
"Mukesh Pan And Cold Point",1,4.7
"Mukesh Sweets",3,3.5
"Mukesh Sweets",3,3.7
"Mukesh Sweets",3,4.0
"Mukki Ke Zayke",1,4.0
"Mukku Kadai K Subbu",1,4.1
"Mukut Mahal Hotel and Restaurant",1,4.2
"Mukutdhar Shrinath Restaurant",1,3.4
"Mulberry Homely Flavoured Kitchen",1,4.0
"Mulla Ji Chat House",1,4.2
"Mulla Ji Ka Dhaba",1,3.9
"Mullai Restaurant-Hotel Blossoms",1,3.4
"Mullaji Mangalwari Sadar Biryani",1,4.0
"Mullaji Sadar Biryani Center",1,3.9
"Mullaji Zillha Biryani Family Restaurant",1,3.9
"Multani Parantha",1,3.4
"Multani-the Barbeque",1,4.1
"Multi Spice",1,4.4
"Mum Cafe & Bakery",1,4.1
"Mumbai 9",1,4.1
"Mumbai Bistro",1,4.0
"Mumbai Bites",1,4.0
"Mumbai Bowls",1,4.2
"Mumbai Carters Blue Family Restaurant",1,3.8
"Mumbai Chai Cafe",1,3.7
"Mumbai Chatwala",1,4.0
"Mumbai Chicken Shawarma",1,4.3
"Mumbai Darbar",2,3.4
"Mumbai Darbar",2,3.9
"Mumbai Flavour Chinese & Momos",1,3.6
"Mumbai Food Corner",1,4.1
"Mumbai Fresh Vadapav",1,4.5
"Mumbai Grill",1,4.0
"Mumbai Ka Prasidh Vada Pao",1,4.0
"Mumbai Ke Prashidd Vada Pav",1,4.1
"Mumbai Kulfi",4,4.3
"Mumbai Kulfi",4,4.3
"Mumbai Kulfi",4,4.6
"Mumbai Kulfi",4,4.7
"Mumbai Lunch Home",1,3.4
"Mumbai Masala",2,3.9
"Mumbai Masala",2,4.3
"Mumbai Masala Cafe",1,3.8
"Mumbai Masala Street",1,3.8
"Mumbai On The Streets",1,3.8
"Mumbai Pav Bhaji",1,3.1
"Mumbai Retro",1,3.5
"Mumbai Sandwiches & More",1,3.3
"Mumbai Shawarma",1,4.0
"Mumbai Sigri Dosa",1,4.0
"Mumbai Special Vada Pav",1,4.1
"Mumbai Vada Pav",2,4.2
"Mumbai Vada Pav",2,4.2
"Mumbai Vada Pav Center",1,4.5
"Mumbai Vada Pav Dighori",1,3.8
"Mumbai Vada Pav No 1",1,4.3
"Mumbai Wadapav Center",1,4.4
"Mumbai Zaika",2,3.9
"Mumbai Zaika",2,3.9
"Mumbai's Biryani",1,4.0
"Mumbaya",1,4.0
"Mumkins Xpress",1,4.1
"Mumma Ki Rasoi",1,3.6
"Mumma's Cake Shop",1,3.2
"Mumma's Kitchen",2,3.0
"Mumma's Kitchen",2,3.6
"Mumma's Paratha",1,3.8
"Mummba",1,3.5
"Mummies Parantha & Maggie",1,4.2
"Mummy Di Rasoi",1,3.5
"Mummy Ki Rasoi",1,3.3
"Mummy's Kitchen",1,4.2
"Mum's Kitchen",2,3.8
"Mum's Kitchen",2,4.1
"Munaal Restraurant",1,2.9
"Muncchies",1,3.4
"Munch",1,3.8
"Munch Box",1,4.0
"Munch Box By JLWA",1,4.3
"Munch Cafe & Resto",1,4.1
"Munch N Crunch",1,4.1
"Munch N More",1,3.4
"Munch On Bun",1,4.3
"Munchane",1,3.6
"Muncheese",1,4.5
"Muncheez Corner",1,3.7
"Munchies",1,4.0
"Munchies Cafe",1,3.6
"Munchies Eating Point",1,3.8
"Munchkins",1,3.6
"Mungarwadi's Mirchi",1,4.2
"Muni Pendawala",1,4.4
"Munna Bati Chokha",1,3.2
"Munna Dhaba",1,4.0
"Munna Hotel",1,3.3
"Munna Lal Sweets",1,3.8
"Munna Omlet Center",1,4.0
"Munna Samosa",1,4.2
"Munu Bhai Tea Stall",1,4.4
"Mur Ghee",1,4.1
"Muradabadi Chicken Biryani",2,3.8
"Muradabadi Chicken Biryani",2,4.0
"Murali Restaurant",1,4.2
"Muralis Market",1,4.2
"Murari Dhaba",1,3.6
"Murga Mantri",1,3.7
"Murga On Wheels",1,4.2
"Murli Batashe Wale",1,4.0
"Murli Pan Bhandar",2,4.1
"Murli Pan Bhandar",2,4.3
"Murlidhar Dairy Farm",1,4.3
"Murphy's Food Court",1,3.9
"Murthal Paranthawala",1,4.0
"Muruga Foods",1,4.0
"Murugan Bhavan",1,3.9
"Murugan Idli Shop",1,3.9
"Murugan Idly Shop",1,4.2
"Muscat Burger",1,4.1
"Muscle Food & Shakes",1,3.7
"Muscle Vision Nutrition",1,4.0
"Muscleholics",3,4.1
"Muscleholics",3,4.1
"Muscleholics",3,4.3
"Mushroom",1,4.0
"Musk Artisan Bakery",1,4.2
"Musk Multicuisine Restaurant",1,4.1
"Musk Saffron Cafe & Restaurant",1,4.4
"Muskaan",1,3.8
"Muskaan Fast Food",1,3.9
"Muskan Fast Food And Caterers",1,4.4
"Muskan Kitchen",1,3.8
"Muskan Mandi",1,3.8
"Muskan Matka Biryani & Bhojnalaya",1,3.5
"Muskan New Chaska",1,3.8
"Mussoorie Lights Cafe & Bar",1,4.3
"Must Try",1,2.7
"Mustache - Hand Pizza",1,4.1
"Mustak Amdawadi Tawa Fry",1,3.7
"Muthashi Homey Food",1,4.1
"Muthashy's",1,4.1
"Muthassikkoottu",1,4.1
"Muthu Dosa Center",1,4.1
"Muthu Mess",1,4.2
"Mutton Bhakri",1,4.4
"Mutton Biryani House",1,3.3
"Mutton Darbar",1,3.1
"Mutton Handi Hub",1,3.5
"Mutton Wala",1,3.6
"Mutton Wale",1,4.1
"Muzeeb Biryani Point",1,4.3
"My Bake Story",1,3.9
"My Bakery World",1,4.0
"My Belly Story",1,4.2
"My Bowl",1,3.8
"My Boxx",1,3.9
"My Cafe",2,3.7
"My Cafe",2,4.3
"My Cold Zone",2,4.0
"My Cold Zone",2,4.3
"My Corn",1,4.1
"My Daily Spoon - Combo King",1,3.9
"My Dish",1,3.2
"My First Flight Restaurant",1,3.7
"My Food Zone",1,4.3
"My Foodland",1,4.3
"My Foods Cafe",1,3.4
"My Grill Restaurant",1,3.8
"My Healthy Point",1,3.2
"My Homely Cakes Bakers And Cafe",1,3.3
"My Kind Of Food",1,3.7
"My Kind Of Place - MKOP",1,3.5
"My Kitchen",2,3.2
"My Kitchen",2,4.0
"My Lounge - D Courtyard",1,3.3
"My Marathi Shri Mahalaxmi Mahila Gruh Udyog",1,4.1
"My Momo Factory",1,4.3
"My Pizza",2,3.1
"My Pizza",2,4.3
"My Pizza Cafe",1,4.0
"My Recipe Point",1,3.3
"My Table - The Lounge Bar",1,4.0
"My Town Burger MTB",1,3.6
"My Yumm Meal",1,3.4
"MyFresh - Salad & Juice Bar",1,4.3
"Myfroyoland Premium Frozen Yoghurt",1,4.4
"Myfroyoland Premium Frozen Yogurt",4,3.7
"Myfroyoland Premium Frozen Yogurt",4,3.9
"Myfroyoland Premium Frozen Yogurt",4,4.3
"Myfroyoland Premium Frozen Yogurt",4,4.3
"Mylai Karpagambal Mess",1,4.2
"Mylapore Filter Coffee",1,3.9
"Mylklux Ice Creams",1,3.8
"Mynt - Vivanta",1,4.1
"Mysore Bakery",1,3.9
"Mysore Cafe",1,4.2
"Mysore Dhonne Biriyani",1,4.0
"Mysore Mylari",1,4.1
"Mysterious Mug",1,3.8
"Mysterious Taste & Food",1,4.0
"Mystery Cafe & Bakes",1,3.8
"Mystery Cafe And Cakes",1,4.1
"Mystery Of Food",1,3.1
"Mystic Grill Cafe",1,4.4
"Mysuru Bites",1,3.9
"Mysuru Mirchi",1,3.9
"N . R . Chicken Kabab",1,3.6
"N 16 Cafe",1,3.7
"N Chennai Express",1,4.1
"N M R'S Uptown",1,4.4
"N Spicy Bite Fast Food",1,4.3
"N Village",1,4.2
"N Village Restaurant",1,4.2
"N.K Bhandari's Spicy Palace",1,4.1
"N.S Kitchen",1,3.9
"N56 Ambrosia Multicuisine Restaurant",1,3.4
"Naadbramha Idli",5,3.6
"Naadbramha Idli",5,3.7
"Naadbramha Idli",5,4.2
"Naadbramha Idli",5,4.3
"Naadbramha Idli",5,4.5
"Naanchin",1,3.9
"Naatures Scuup",1,4.0
"Naaz Darbar",1,3.6
"Naaz Foods",1,3.5
"Naaz Kitchen",1,4.3
"Naaz Restaurant",1,4.1
"Nabanna Food Corner",1,3.3
"Nabjiban Kulfi",1,4.5
"Nadbramha Idli",1,4.2
"Nafees Cakes & Grills",1,4.1
"Naga Aunty",1,3.9
"Naga Flavour",1,4.2
"Naga Kitchen",1,4.0
"Naga Reju Fast Food",1,4.2
"Nagameez",1,3.8
"Nagariya Gupchup",1,4.3
"Nagarjuna",1,4.4
"Nagarjuna Chimney",1,4.2
"Nagaur Sweet Center",1,4.0
"Nagbrahma Hut",1,4.4
"Nagerkovil Arya Bhavan",1,4.2
"Nageshwari Restaurant",1,4.1
"Nagpal Chole Bhature",1,4.1
"Nagpal Dhaba",2,3.5
"Nagpal Dhaba",2,3.6
"Nagpal Di Hatti",2,4.3
"Nagpal Di Hatti",2,4.4
"Nagpal Foods",1,3.8
"Nagpal Pure Veg Foods",1,4.2
"Nagpal Restaurant",1,4.0
"Nagpal Special Chhole Bhature",1,4.2
"Nagpal's",2,3.5
"Nagpal's",2,4.3
"Nagpal's Chole Bhature",6,3.2
"Nagpal's Chole Bhature",6,3.6
"Nagpal's Chole Bhature",6,3.6
"Nagpal's Chole Bhature",6,3.7
"Nagpal's Chole Bhature",6,3.8
"Nagpal's Chole Bhature",6,3.9
"Nagpal's Chole Bhature - Delhi ke Famous",1,3.6
"Nagpal's Fine Dine",1,3.6
"Nagpur Cooker Biryani",1,4.0
"Nagpurian Bakers",1,3.6
"Naidu Gari Kunda Biryani",2,3.7
"Naidu Gari Kunda Biryani",2,4.1
"Naidu Gari Vindu",1,3.7
"Nainital Momo",1,4.1
"Nainital Momos",2,4.0
"Nainital Momos",2,4.2
"Naintara",1,4.2
"Naisha's Kitchen",1,3.9
"Naivaidyamm",1,4.1
"Naivedhyam",1,4.1
"Naivedya",1,4.4
"Naivedyam",2,4.4
"Naivedyam",2,4.4
"Nakshatra Family Restaurant Veg & Non-Veg",1,3.7
"Nalabheema Paakashala",1,3.9
"Nalam (Cane juice)",1,3.8
"Nalin Chandra Das & Sons",1,4.0
"Nalla Thambi Mess",1,3.4
"Nama Pure Veg",1,3.9
"Namak",1,4.3
"Namak Or Mirch",1,4.3
"Namak Shamak",1,4.0
"Namaste",2,3.7
"Namaste",2,4.1
"Namaste Chai",1,4.3
"Namaste Foodcy...",1,3.9
"Namaste Idli",1,4.0
"Namaste India Ice Cream",1,4.0
"Namaste Kanpur Restaurant",1,4.0
"Namaste London",1,3.7
"Namaste Lucknow",1,3.7
"Namaste Malwa",1,4.0
"Namaste Meerut",1,3.9
"Namaste Thali - India Ki Thali",1,3.0
"Namaste Veg Foodies",1,3.7
"Namastey Nashik",1,4.0
"Namdev Sweets & Restaurant",1,3.8
"Namma Banashankari Donne Biryani",1,4.0
"Namma Cafe",1,4.1
"Namma Chennai Dosa Express",2,4.1
"Namma Chennai Dosa Express",2,4.5
"Namma Veedu Vasanta Bhavan",1,3.9
"Nammur Donne Biryani",1,4.3
"Nammura Upachara",1,4.3
"Namo Foods",1,3.8
"Namo Sandwich",1,4.1
"Namo Tandoori Chulha Chai Pakode Wala",1,3.7
"Nan Stop",1,4.3
"Nanak Dhaba",2,3.3
"Nanak Dhaba",2,4.0
"Nanak Fast Food",1,4.1
"Nanak Food Point",1,3.0
"Nanak Restaurant",1,4.2
"Nanak Sweets",1,4.0
"Nanak Tuhada Dhaba",1,3.5
"Nanak Vegetarian Dhaba",1,4.0
"Nanaksar Dhaba",1,4.0
"Nand Lal Dhaba",1,4.2
"Nand Lal Ji Chhole Wale",1,3.7
"Nanda Ka Kachori",1,3.0
"Nanda Kitchen",1,4.0
"Nandan",1,4.2
"Nandan - Pure Veg Restaurant",1,4.0
"Nandan Bakery",1,4.4
"Nandan Restaurant",1,4.0
"Nandan Sweets",2,4.1
"Nandan Sweets",2,4.3
"Nandanvan",1,4.2
"Nandanvan Street House",1,4.1
"Nandhana Palace",1,4.1
"Nandhini Deluxe",1,4.1
"Nandhini Restaurant",1,4.1
"Nandhiniee Sweets",1,4.5
