"restaurant_name","cnt","rating"
"Cloudboy Pizza",1,4.0
"Cloves Restaurant",1,3.2
"Club 10 Chicken",2,3.4
"Club 10 Chicken",2,4.0
"Club 31",1,4.0
"Club Dine Music Dance & Tulip Restaurant",1,3.8
"Club Falooda",1,4.4
"Club Offshore Cafe And Restaurant",1,3.5
"Club Sandwich",1,4.3
"Club Shanghai",1,3.2
"Clube Nacional",1,4.4
"Cluckers",1,4.2
"CMS Food Court",1,4.1
"CnD Bakers & Restaurant",1,3.9
"Coal Barbecues Express",1,3.7
"Coasta Grills",1,3.9
"Coastal Kitchen Family Restaurant",1,3.5
"Coastal Village",1,3.5
"Coca Mocha - Hotel Patliputra Continental",1,4.1
"Cochin Village Restaurant",1,4.3
"Cock Ra Co",1,4.2
"Cocktail Khichdee",1,3.9
"Cocktails Restaurant & Bar",1,4.1
"Coco Bean",1,3.6
"Coco Cafe",1,3.3
"Coco Ice Cream",1,4.0
"COCO Land",1,3.1
"Coco Osteria",1,4.2
"Coco Rico Cafe & Eatery",1,4.1
"Coco Waffles And Pancakes",1,4.4
"Cocoa Bakery",2,3.0
"Cocoa Bakery",2,4.2
"Cocoa Chocolate",1,3.3
"Cocoberry",1,4.0
"Cocofit",1,4.3
"Coconext",1,3.7
"Coconut Juice Bar",1,4.5
"Cocoon Hotel",1,4.2
"Cocopots",1,4.2
"Coco's",1,3.9
"Coffea",3,3.9
"Coffea",3,4.0
"Coffea",3,4.3
"Coffea - The Country Wok",1,3.9
"Coffee & Dessert Co.",1,4.3
"Coffee 99",1,4.4
"Coffee And Bites",1,4.4
"Coffee And More",1,4.3
"Coffee Beans",1,3.8
"Coffee Bite",1,4.3
"Coffee By Di Bella",1,4.2
"Coffee ByUs",1,4.0
"Coffee Clan",1,4.2
"Coffee Club",1,4.3
"Coffee Cream",1,4.0
"Coffee Culture",3,3.7
"Coffee Culture",3,3.9
"Coffee Culture",3,4.1
"Coffee Culture The Ristorante Lounge",1,4.1
"Coffee Day Square",1,3.8
"Coffee D'Costa",1,3.8
"Coffee From Cold Love",1,3.8
"Coffee House",1,4.1
"Coffee Junction Cafe",2,3.6
"Coffee Junction Cafe",2,3.9
"Coffee King",1,4.1
"Coffee Machine The Cafe",1,4.1
"Coffee N Cream",1,4.5
"Coffee n Recharge",1,3.7
"Coffee 'N' Tea Bar",1,3.3
"Coffee Roasters",1,4.0
"Coffee Shastra",1,4.2
"Coffee Shoffee",1,3.8
"Coffee Stand",1,4.5
"Coffee Talk",1,4.0
"Coffee Therapy",1,3.3
"Coffee Ville",1,4.3
"Coffee World",1,3.3
"Coffee XO",1,3.8
"Coffee Xpress",1,4.1
"Coffee? Since 1999",1,4.1
"Coffeecana",1,3.2
"Coffeekery",1,3.6
"Coffeelaza Cafe",1,4.2
"Coffichat",1,4.6
"Coffila Food Court",1,3.9
"Coffizza Cafe & Restro",1,3.9
"CoffoHolic",1,4.1
"Cofi Club",1,4.2
"Cold Bucks Ice Cream And Waffles",1,3.9
"Cold Coffee Co.",1,4.0
"Cold Fusion",1,4.1
"Cold Love Ice Cream",1,4.4
"Cold Stone Creamery",1,4.3
"College Road Samose Wala",1,4.6
"Collegian Sandwich & Snacks",1,3.9
"Collegion Sandwich And Snacks",1,3.7
"Colocal Indian Origin Chocolates",1,4.4
"Colours Of Curry",1,4.1
"Combo 100",1,3.3
"Combo King",2,3.3
"Combo King",2,4.1
"Combo Kitchen",2,3.3
"Combo Kitchen",2,4.1
"Combo Nation",1,3.7
"Combo Queen",1,3.6
"Combo Wala",1,3.7
"Comfort Food By Godwit",1,4.2
"Comic Restaurant & Sweets",1,3.9
"Comics Adda Cafe",1,4.1
"Comida Rapida",1,3.3
"Comida-Double Tree by Hilton Goa",1,4.2
"Common Room",1,4.1
"Community Cafe",1,4.1
"Compani - Great Combos",1,4.1
"Concept Shawarma",2,4.3
"Concept Shawarma",2,4.3
"Conchiees Korner",1,2.8
"Conçu",1,4.6
"Cones & Cups",1,3.3
"Confection Connection",1,4.0
"Confetti - Hotel Marrion",1,4.7
"Confucius",1,4.3
"Confusion Box",1,3.7
"Confusion Off",1,3.3
"Conical Gaufers",1,4.1
"Conical Gaufres",1,4.2
"Conical Waffles",1,4.0
"Continental Bakery",1,3.7
"Continental Park Hotel",1,3.7
"Cook Dooh Kooh",1,4.2
"Cook Door Arabic Corner",1,4.0
"Cook Door Chinese Corner",1,4.3
"Cookie Bookie",1,3.1
"Cookie Man",5,3.5
"Cookie Man",5,3.7
"Cookie Man",5,3.8
"Cookie Man",5,4.2
"Cookie Man",5,4.2
"Cookieman",1,4.3
"Cookies",1,3.7
"Cookies & Cakes",1,4.1
"Cookies Bake N Cafe",1,3.5
"Cookie's Food Corner",1,3.1
"Cooks Cafe",1,4.0
"Cool & Cool",1,3.2
"Cool & Hot Space",1,4.0
"Cool & Hot Zone",1,3.9
"Cool Blog",1,4.1
"Cool Blu",1,3.7
"Cool Cafe",1,3.6
"Cool Cakes",2,4.0
"Cool Cakes",2,4.2
"Cool Cat Pure Veg - Reddiyarpalayam",1,4.1
"Cool Cream",1,4.3
"Cool Hub",1,3.8
"Cool N Cool Ice Cream Parlour",1,3.9
"Cool Point",1,3.2
"Cool Point Shahi Tukda",1,4.2
"Cool Scoop",1,3.9
"Cool Uncle Waffles & Pancakes",1,4.3
"Cool Zone",1,4.3
"Cooper Town Non-Veg",1,4.1
"Coop's Kitchen",1,4.3
"Copakai - Bakes & Beans",1,4.0
"Copper & Pepper Kitchen And Bar",1,3.8
"Copper Chimney",1,4.0
"Copper Chocs",1,4.2
"Copperleaf - Porvorim",1,4.3
"Coppetto Artisan Gelato",1,4.4
"Coriander Leaf - Pure Veg Restaurant",1,4.0
"Corn Bite",1,3.8
"Corner Cafe",1,3.9
"Corner Catta Snacks Center",1,4.0
"Corner House Ice Creams",2,4.6
"Corner House Ice Creams",2,4.6
"Corner Icecream Parlour",1,4.0
"Corner Point",1,4.1
"Corner Point Family Restaurant And Lounge",1,4.2
"Corner Shop",1,4.0
"Corner@58- The Food Place",1,4.3
"Corniche Resto",1,4.1
"Cornizza",1,3.9
"Corporate Chaii Wala",1,4.1
"Corridor Seven Coffee Roasters",1,4.4
"Coruscoa",1,3.6
"Cosmic Grill",1,3.9
"Cosmo Bar & Bistro",1,3.7
"Cosmo Kadhae",1,4.3
"Costa Coffee",3,3.4
"Costa Coffee",3,3.6
"Costa Coffee",3,4.3
"Costal Grand Inn",1,4.0
"Cottage Confectionery",1,3.4
"Countdown Fast Food",1,4.4
"Country Express Home Cafe",1,4.2
"Country Feast",1,4.0
"Country Inn - Mosaic",1,4.1
"Country Kitchen",2,4.0
"Country Kitchen",2,4.1
"Country Made Grills & Fries",2,4.5
"Country Made Grills & Fries",2,4.5
"Country Of Origin",1,4.3
"Country Oven",2,3.7
"Country Oven",2,4.0
"Country Oven Cakes Hub",1,4.4
"Courtallam Border Rahmath Kadai",2,3.8
"Courtallam Border Rahmath Kadai",2,4.1
"Courting Coffees",1,4.3
"Courtyard By Marriott",1,3.6
"Courtyard Kitchen",1,4.0
"Courtyard Mashaal By The Carlton Hotel",1,4.2
"Covai Abi's Caffe",1,2.6
"Covai Anganan Biriyani House",1,3.8
"Covai Corner Cafe",1,4.0
"Cowboy Restaurant & Lounge",1,4.0
"Cozy Cafe",1,3.5
"Cozy Confectioners",1,3.9
"Cozy Corner",1,4.2
"Cozy Shawarma & Pizza Paradise",1,3.9
"Cozy Sweet House",1,4.4
"Cpf Coffee Wale Bhai",1,3.6
"Craaazy Monks",1,4.0
"Craft Coffee",1,4.2
"Craft Coffee Experience Centre",1,4.4
"Cravations",1,4.0
"Crave Desserts & Bakes",2,4.2
"Crave Desserts & Bakes",2,4.4
"Crave Eat Repeat",1,3.8
"Crave Eatables",1,3.8
"Crave Fit",1,4.4
"Crave More",1,3.8
"Crave Yard",1,4.0
"Cravers",1,4.0
"Cravers Cafe",1,3.9
"Cravers Point",1,3.7
"Craver's Point",1,4.1
"Craving Bites",1,3.8
"Craving Corner",1,3.4
"Craving Flavors",1,3.8
"Craving Grave",1,3.8
"Craving Hunt",1,4.1
"Craving Solution",1,4.1
"Cravings",1,4.0
"Cravings - Sayaji Hotel",1,4.1
"Cravings 24 X 7",1,4.0
"Cravings Cafe",1,4.3
"Cravings Mania",1,4.1
"Cravity Restro Cafe",1,3.6
"Crazy 4 Cakes",2,3.7
"Crazy 4 Cakes",2,3.8
"Crazy About Pizzaa",1,3.6
"Crazy Bite",1,4.0
"Crazy Cheesy",1,4.1
"Crazy Coffee",3,4.0
"Crazy Coffee",3,4.3
"Crazy Coffee",3,4.4
"Crazy Crowd",1,4.3
"Crazy Foods",1,3.3
"Crazy For Chicken",1,4.0
"Crazy Grill",1,3.9
"Crazy Kitchen",1,4.3
"Crazy Momos",1,4.0
"Crazy Pizza World",1,3.4
"Crazy Shakes",1,4.2
"Crazy Stuff Fast Food",1,3.6
"Crazy Tales",1,4.0
"Crazzy Rolls",1,4.1
"Crea La Tua Pizza",1,4.0
"Cream & Fudge",4,3.8
"Cream & Fudge",4,3.8
"Cream & Fudge",4,4.0
"Cream & Fudge",4,4.1
"Cream & Mayo",1,3.9
"Cream & More",1,4.5
"Cream & Spicy",1,4.2
"Cream Bell",1,4.6
"Cream Bell Ice Cream",2,4.1
"Cream Bell Ice Cream",2,4.2
"Cream Cafe",1,3.3
"Cream Centre",2,3.9
"Cream Centre",2,4.1
"Cream Centre - Veg Bistro",1,4.3
"Cream Corner",2,3.7
"Cream Corner",2,4.0
"Cream Craver",1,4.2
"Cream En Creamy",2,3.5
"Cream En Creamy",2,4.0
"Cream N Crust",1,3.5
"Cream 'N' Crust",1,3.3
"Cream 'N' Crust Cafe",2,3.3
"Cream 'N' Crust Cafe",2,3.7
"Cream N Shakes",1,3.0
"Cream N Trust",1,4.2
"Cream Stone Ice Cream",11,3.8
"Cream Stone Ice Cream",11,4.0
"Cream Stone Ice Cream",11,4.2
"Cream Stone Ice Cream",11,4.3
"Cream Stone Ice Cream",11,4.3
"Cream Stone Ice Cream",11,4.3
"Cream Stone Ice Cream",11,4.4
"Cream Stone Ice Cream",11,4.4
"Cream Stone Ice Cream",11,4.4
"Cream Stone Ice Cream",11,4.4
"Cream Stone Ice Cream",11,4.5
"Cream Story",1,3.9
"Creambell",1,4.2
"Creambell Icecreams",1,4.1
"Creamchoc Ice Creams",1,4.0
"Creams & Cherries",1,3.8
"Creams N Caffeine",1,3.5
"Creamy Bakes",1,3.5
"Creamy Cake",1,3.9
"Creamy Creations By Komal",1,4.3
"Creamy Creations By Tania",1,4.1
"Creamy Heaven",1,4.4
"Creamy Land",1,4.1
"Creamy N Spicy",2,3.5
"Creamy N Spicy",2,3.6
"Creamy Nuts",2,3.5
"Creamy Nuts",2,4.0
"Creamz Master",1,3.2
"Creative Chef Baker",1,4.0
"Creberries",1,4.3
"Creme Borne",1,4.0
"Creme Borne - Ice Cream And Desserts",1,3.7
"Creme Borne - Ice Creams",1,3.1
"Creme Borne - Ice Creams & Desserts",1,3.8
"Creme N Crisp",2,4.1
"Creme N Crisp",2,4.1
"Creme Shakes",1,4.3
"Creme Zilla Ice Cream & Shakes",1,4.0
"Cremeborne - Ice Cream & Desserts",1,3.7
"Cremeborne - Ice Creams and Desserts",2,3.6
"Cremeborne - Ice Creams and Desserts",2,3.7
"Cremecup.in",1,4.2
"Cremeux Cafe & Bistro",1,4.3
"Cremeux Pizza And Bakery Cafe",1,4.1
"Crescent Delightss",1,4.1
"Crescenta Cakes & Bites",1,3.9
"Cresent Villa",1,4.4
"Crezy Fast Food",1,3.5
"Crezzy Cream 14",1,4.2
"Crifles",1,4.5
"Crimson Bakers",1,4.3
"Cring Burger",1,3.2
"Crispies",1,4.1
"Crispy",1,3.9
"Crispy Bites",2,3.5
"Crispy Bites",2,3.8
"Crispy Chicken Corner",1,3.7
"Crispy Crispy Amritsari Naan",1,4.4
"Crispy Food",1,3.2
"Crispy Fried Chicken Stall",1,2.6
"Crispy Hub",1,4.0
"Crispy Meal",1,4.0
"Crispy N Juicy Rolls By Burger Tree",1,3.3
"Crispy Pizza",1,4.0
"Crispy Rider",1,3.9
"Crispy Singh",1,3.7
"Crispy Studio",1,4.3
"Crispyverse",1,3.8
"Croissant Express",1,3.2
"Cross Connection",2,3.8
"Cross Connection",2,3.9
"Cross Road Restaurant",1,3.7
"Cross Roads",1,4.1
"Cross Roads Restaurant",1,4.0
"CrossRoad Cafe",1,3.8
"Crossroads",1,4.1
"Crostino",1,4.0
"Crown",1,4.4
"Crown Bakery",1,3.7
"Crown Burger",1,4.0
"Crown Cafe",1,3.5
"Crown Corner",1,4.3
"Crown Pizza",1,3.6
"Crown Restaurant",1,3.9
"Crudo Minos Pizza",1,4.0
"Crumbs",1,4.1
"Crumbz",3,3.2
"Crumbz",3,3.9
"Crumbz",3,4.4
"Crumbz - Bizz The Hotel",1,4.1
"Crunch",1,4.3
"Crunch Bell",1,4.2
"Crunch Cafe",1,3.5
"Crunch 'n Munch",1,3.7
"Crunchy",1,3.9
"Crunchy Bite",1,4.0
"Crunchy Creme",1,4.2
"Crunchy Munchy Cafe CMC",1,3.3
"Crunchy Munchy Chats",1,4.0
"Crush Coffee",1,4.5
"Crush!!",1,3.7
"Crust And Cheese By Double Roti",1,4.1
"Crusties",1,4.4
"Crusto's - Cheese Burst Pizza",7,3.5
"Crusto's - Cheese Burst Pizza",7,3.7
"Crusto's - Cheese Burst Pizza",7,3.9
"Crusto's - Cheese Burst Pizza",7,3.9
"Crusto's - Cheese Burst Pizza",7,3.9
"Crusto's - Cheese Burst Pizza",7,4.0
"Crusto's - Cheese Burst Pizza",7,4.2
"Crustum",1,4.2
"Crusty Crusts",1,3.2
"Cruzo Cafe",1,3.6
"Crystal",1,3.7
"Crystal Bawarchi Restaurant",1,3.9
"Crystal Chimney",1,4.2
"Crystal Corner Fast Food & Restaurant",1,3.8
"Crystal Dine In",1,4.3
"Crystal Restaurant",1,4.0
"Crystal Restaurant & Bar",1,4.0
"Crystal Restaurant Plaza",1,3.5
"Crystal Room",1,3.9
"CSK - Chicken Shawarma King",1,4.0
"CSK Bakery",1,3.8
"C'sons - Hot",1,4.0
"C'sons - Kafe",1,4.5
"C'sons - RepEat",1,4.2
"CTF Udupi",1,4.3
"Cucina Fresca",1,4.7
"Cuckdookoo",1,4.0
"Cuebebar On The Fly",1,4.0
"Cuffed To Food",1,4.0
"Cult's Kitchen",1,3.7
"Culture Bakery Cafe",1,4.2
"Culture Brew Exchange",1,4.0
"Cumin By Chef Anam",1,4.0
"Cumulus Kitchen",1,4.5
"Cup Of Joy Cafe",1,3.6
"Cupcake Bliss Cakes & Desserts",27,3.1
"Cupcake Bliss Cakes & Desserts",27,3.1
"Cupcake Bliss Cakes & Desserts",27,3.1
"Cupcake Bliss Cakes & Desserts",27,3.3
"Cupcake Bliss Cakes & Desserts",27,3.4
"Cupcake Bliss Cakes & Desserts",27,3.5
"Cupcake Bliss Cakes & Desserts",27,3.5
"Cupcake Bliss Cakes & Desserts",27,3.5
"Cupcake Bliss Cakes & Desserts",27,3.6
"Cupcake Bliss Cakes & Desserts",27,3.6
"Cupcake Bliss Cakes & Desserts",27,3.6
"Cupcake Bliss Cakes & Desserts",27,3.6
"Cupcake Bliss Cakes & Desserts",27,3.7
"Cupcake Bliss Cakes & Desserts",27,3.7
"Cupcake Bliss Cakes & Desserts",27,3.7
"Cupcake Bliss Cakes & Desserts",27,3.7
"Cupcake Bliss Cakes & Desserts",27,4.0
"Cupcake Bliss Cakes & Desserts",27,4.0
"Cupcake Bliss Cakes & Desserts",27,4.0
"Cupcake Bliss Cakes & Desserts",27,4.0
"Cupcake Bliss Cakes & Desserts",27,4.0
"Cupcake Bliss Cakes & Desserts",27,4.1
"Cupcake Bliss Cakes & Desserts",27,4.1
"Cupcake Bliss Cakes & Desserts",27,4.1
"Cupcake Bliss Cakes & Desserts",27,4.1
"Cupcake Bliss Cakes & Desserts",27,4.2
"Cupcake Bliss Cakes & Desserts",27,4.6
"Cuppa Redefined",1,3.9
"Cuppachaii",1,3.5
"Cuppie Puppie",1,3.9
"Cups & Crave- Fresh Juices and Shakes",1,3.8
"Curators Coffee",1,4.3
"Curio Sit Tea Cafe",1,4.1
"Curries & Tikkaas",1,4.3
"Curry And Bowls",1,4.0
"Curry Box",1,3.7
"Curry House",2,4.0
"Curry House",2,4.0
"Curry House By Spice Retreat",1,4.0
"Curry Kitchen",1,3.5
"Curry Leaf",5,2.8
"Curry Leaf",5,3.8
"Curry Leaf",5,4.2
"Curry Leaf",5,4.2
"Curry Leaf",5,4.2
"Curry Leaves",1,4.0
"Curry Leaves Bhavan",1,4.1
"Curry On Restaurant",1,4.1
"Curry Palette",1,3.6
"Curry Patta",1,4.2
"Curry Soru",2,3.4
"Curry Soru",2,3.4
"Curry Up",1,4.2
"Curry's",1,4.1
"Curry's N Fry's",1,3.6
"Custom Bakery",3,2.7
"Custom Bakery",3,3.2
"Custom Bakery",3,3.7
"Cut The Damn Cake",1,4.2
"Cutiepie",1,4.3
"Cuttack Biriyani",1,3.3
"Cutting Chay",1,4.2
"CVR Noodles",1,3.7
"CVS Burger",1,3.9
"CVS Cafe",1,3.7
"Cyber Katta Chinese Corner",1,3.0
"Cygnett Lite Ramachandra",1,4.3
"Cygnett Style Tania's",1,3.5
"Cymbrella's The Bake Town",1,3.4
"D 14 Dessert Corner",1,3.9
"D 3",1,4.3
"D' Backyard Tree",1,4.0
"D Burger N' Bite",1,4.2
"D Buzz",1,3.6
"D Damodar Mithaiwala",1,4.3
"D Eatery",1,3.7
"D F Chettinad Restaurant",1,3.4
"D Food Court",1,4.0
"D' Food Hub - Veg & Non Veg Restaurant",1,3.9
"D Foodie",1,3.3
"D For Dosa",1,3.9
"D' Granary Restaurant",1,4.3
"D Healthy Hobbit",1,3.6
"D Kitchen",1,3.4
"D Lite Frankies And Foods",1,3.8
"D live Rasoi",1,4.0
"D Lunch Time",1,4.3
"D Magic Bowl",1,3.6
"D Pizza Club",1,4.0
"D' Pizza Point",1,4.0
"D Streat Cafe",1,4.0
"D Whirl Street",1,4.2
"D.R Biriyani Sivaji Kadai",1,4.1
"D.R. Biriyani",1,4.1
"D.R. Mysure and Fancy Dhosa",1,3.9
"D’ Hoot Cafe & Kitchen",1,4.1
"D16",1,3.8
"D2 Cafe N Bites",1,3.9
"D2i Restaurant",1,3.7
"D2night",1,3.9
"D3's Cafe & Bakers",1,4.1
"D7 Fast Food",1,4.1
"Da Cafe Blue",1,3.3
"DA Cake Town",1,4.1
"Da Chinese House",1,4.1
"Da Food Plant & Restaurant",1,3.5
"Da Italian Pizza",1,3.7
"Da Love Bite Pizza",1,3.9
"Da Moon Light Pizza",1,3.4
"Da Pizza Planet",1,4.0
"Da Pizza Point",1,3.6
"Da Pizzeria House",1,3.3
"Daal Makhani's Amritsari Dhaba",1,4.0
"Daal Roti",1,3.7
"Daana Paani",1,4.0
"Daarchin",1,3.9
"Daawat",2,3.8
"Daawat",2,4.2
"Daawat - E - Noor",1,3.8
"Daawat Biryani",1,4.1
"Daawat Inn Family Restaurant",1,3.7
"Daawat-E-Khaas",1,4.2
"Dabba Delight",1,3.6
"Dabba Garam",1,4.3
"Dabba Wali",1,3.9
"Dabbawala Biryani",1,4.0
"Dabboo Dalsev",1,4.1
"Dabbu Veg",1,4.1
"Dabeli Wale",1,4.0
"Dac Denils Burger",1,3.9
"DacDenil's Burger",1,3.7
"Dad Of Burger",1,3.5
"Dada Boudi Biryani 2",1,4.1
"Dada Boudi Restaurant Kalighat",1,3.7
"Dada Boudir Hotel",1,4.0
"Dada Haji Biryani",1,4.0
"Dadar Social",1,4.2
"Dada's Cafe",1,4.1
"Dada's Kitchen",1,3.9
"Daddies",1,4.2
"Daddy Plz",1,3.8
"Daddy Plz Dosa",1,3.7
"Daddy Plz Pizza",1,3.7
"Daddy’s Grill by Robin’s Cafe",1,3.8
"Daddy's Cake",1,3.8
"Daddy's Cake Live Cake",1,4.3
"Daddy's Chicken",1,4.1
"Daddy's Fried Potato",1,3.5
"Daddy's Kitchen",1,3.6
"Daddy's Restaurant Since 1988",1,3.9
"Daddy'z",1,3.9
"Dadi Ki Rasoi",1,3.8
"Dadi Maa Nu Khichu",1,4.0
"Dadi Nani Ki Rasoi",1,4.0
"Dads Biryani",1,3.6
"Dadu Dayal Sweets",1,4.3
"Dadu's",1,4.3
"Dadu's Sweet Emporio",1,4.5
"Daebak Cafe - Delight In Every Bite",1,4.2
"Dahi Ke Sholay",1,4.3
"Dahiya Momos",1,4.3
"Dahu Ram Ji Cakes & Snacks",1,3.8
"Daichi",1,3.9
"Daily Bhoj",1,3.7
"Daily Chicken Point",1,4.1
"Daily Delight",1,3.8
"Daily Diet",1,4.0
"Daily Dose",2,4.0
"Daily Dose",2,4.1
"Daily Fix",1,4.0
"Daily Fresh Juice Land",1,3.3
"Daily Healthy Rasoi",1,3.8
"Daily Kitchen - Homestyle Meals",2,3.3
"Daily Kitchen - Homestyle Meals",2,3.9
"Daily Sushi",1,4.4
"Dailycious Chowpatty",1,4.0
"Dainties Ice Cream Co.",1,4.0
"Dainty Fork And Spoon Restaurant",1,4.1
"Dainty's Afresh",1,4.0
"Dairy Day Ice Creams & Frozen Desserts",1,4.0
"Dairy Den",1,3.2
"Dairy Don",6,3.8
"Dairy Don",6,3.9
"Dairy Don",6,3.9
"Dairy Don",6,4.1
"Dairy Don",6,4.3
"Dairy Don",6,4.6
"Dairy Dot Ice Cream",1,3.0
"Dairy Ramji Ki",1,4.3
"Dairy World",1,4.3
"Daksh Fast Food",1,3.7
"Dakshin - The Real Taste of South India",1,3.8
"Dakshin Purely South",1,4.0
"DaKshin SaGar",1,4.3
"Dakshin Swaad",1,4.2
"Dakshinayan",1,4.4
"Dal Bafla Surma",1,4.3
"Dal Bati",1,4.0
"Dal Bati Surma",1,4.1
"Dal Chini",1,4.0
"Dal Fullka",1,3.8
"Dal Khichdi",1,3.6
"Dal Roti",1,4.0
"Dal Roti & Co.",1,3.8
"Dalchini",2,3.5
"Dalchini",2,4.1
"Dalchini Bar And Restaurant",1,3.6
"Dalchini Indian Restaurant",1,4.0
"Dalchini Multi Cuisine Restaurant",1,3.6
"Dale's Eden",1,4.3
"Dalhousie Food Point",1,3.5
"Dali - The Art Cafe",1,4.1
"Dalurams",1,4.0
"Dama Maharaj Sweets",1,3.6
"Damas Food Junction",1,4.0
"Damenzos Pizza",2,3.7
"Damenzos Pizza",2,3.8
"Damenzo's Pizza",1,3.7
"Dami Momo",1,3.9
"Dami Momo 2",1,3.4
"Damir Fried Chicken And Family Circle",1,3.6
"Damn",1,4.2
"Damxung Noodles & Dumpling",1,3.2
"Dana Choga",1,4.4
"Dana Paani",2,3.5
"Dana Paani",2,3.6
"Dana Paani Non-Veg",1,3.4
"Dana Paani Punjabi Dhaba",1,4.1
"Dana Pani",1,4.0
"Dana Pani Family Restaurant",1,3.8
"Dana Pani Restaurant",1,4.0
"Dana Pani Saoji Family Restaurant",1,3.6
"Danaram Bakers and Fast food",1,4.0
"Danaram Cake Factory",1,3.8
"Danaram Fast Food Restaurant",1,3.5
"Danaram Sindhi Hotel",1,3.6
"Danaram Soya Chaap corner",1,3.4
"Dancing Noodles",1,4.3
"Dande Hanuman Chinese Corner",1,4.4
"Dandigul Food Circle",1,3.7
"Dandy Cafe",1,4.0
"Dangee Dums",2,4.0
"Dangee Dums",2,4.2
"Dango Cake",1,4.2
"Dangus",1,4.2
"Daniel Pâtissier",1,4.5
"Daniel's Oriental Kitchen",1,4.1
"Danish Bamboo House",1,4.2
"Danish Fried Chicken",1,4.3
"Danish Kabab",1,4.2
"Danish Restaurant",1,4.2
"Danish- Shawarma Hut",1,3.3
"Danka For Panipuri Lovers",1,3.9
"Danka Panipuri",1,3.7
"Danny Boy Restaurant & Cafe",1,3.7
"Danny's Coffee Bar",1,4.4
"Dan'z Boss",1,3.1
"Dar Es Salaam Resto",1,4.2
"Darade Foods",1,4.0
"Dar-Al- Mandi",1,4.1
"Darao Pothik Bor",1,4.2
"Darbaar Hotel",1,3.7
"Darbar",2,3.7
"Darbar",2,3.9
"Darbar Biryani",1,3.9
"Darbar By Aslii Zaika",1,3.8
"Darbar e Bareilly",1,4.0
"Darbar E Khas",1,4.2
"Darbar Foods",1,3.8
"Darbar Kitchen",1,2.6
"Darbar Lassi Centre",1,4.4
"Darbar Restaurant",1,4.1
"Darbari's Kitchen",1,4.0
"Dariole",1,4.4
"Darjeeling Cafe",1,4.4
"Darjeeling Delight Momos",1,3.9
"Darjeeling Food Point",1,4.2
"Darjeeling Momo",1,3.6
"Darjeeling Momo Co",1,3.4
"Darjeeling Momos",1,3.7
"Darjeeling Restaurant",1,3.7
"Darjeeling Snacks Momo's Point",1,4.0
"Dark & White Cafe",1,4.1
"Dark House Cafe",1,3.8
"Dark Side Restaurant",1,4.0
"Dark Vibes Cafe",1,4.0
"Darling Bakery",2,4.2
"Darling Bakery",2,4.2
"Darling Namma Veedu",1,4.1
"Darpan Restaurant",1,3.8
"Darpan Restaurant : Hotel Moon",1,3.9
"Darpan Restaurant And Catering Services",1,4.0
"Darshan",1,4.3
"Darshan bakers",1,3.2
"Darshan Dhaba",1,3.8
"Darshan Dosa Corner",1,4.3
"Darshan Hotel",1,3.2
"Darshan Restaurant",1,4.1
"Darshana Restaurant",1,4.1
"Darshini",1,4.1
"Darshna's Dining",1,4.1
"Daruwala Pav Bhaji",1,4.0
"Darvesh Biryani House",1,3.8
"Das Biryani House",1,4.1
"Das Khaman",1,4.3
"Das Pendawala",1,4.4
"Dasaprakash",5,4.2
"Dasaprakash",5,4.3
"Dasaprakash",5,4.3
"Dasaprakash",5,4.4
"Dasaprakash",5,4.4
"Dasaprakash - A South Indian Cafe",1,3.4
"Dash Point",1,4.3
"Dashamakan Beef House",1,3.2
"Dashi Dimsum & Sushi Bar",1,4.2
"Dashmesh Bakery And Cake House",1,4.0
"Dashmesh Bhatura Junction",1,3.5
"Dashmesh Punjabi Rasoi",1,4.4
"Dashmesh Vaishno Dhaba",1,3.7
"Dashmesh Veg Point",1,4.2
"Dastaan",1,4.4
"Dastarkhwan",3,3.6
"Dastarkhwan",3,3.7
"Dastarkhwan",3,4.1
"Dating With Dosa",1,4.3
"Datta Bhau Crunchy Vada Pav",1,3.8
"Datta Krupa Kitchen",1,4.2
"Dattaprasad Hotel",1,4.0
"Dau Samosa",1,4.3
"Dau Snacks",1,4.3
"Dauji Chatpata",1,4.1
"Daurala Kebab & Curry",1,3.4
"Davanagere Benne Dose",1,4.1
"Davangiri Loni Dosa Centre",1,4.3
"Dave Mithaiwala",1,4.0
"David's Cafe & Restaurant",1,4.2
"Dawangiri Loni Dosa",1,3.4
"Dawar Restaurant",1,3.6
"Dawat",3,3.4
"Dawat",3,3.6
"Dawat",3,3.8
"Dawat - E - Khaas",1,4.0
"Dawat - Hotel Puneet International",1,3.9
"Dawat Biriyani House",1,3.5
"Dawat Biryani House",1,3.7
"Dawat E Jashn",1,3.6
"Dawat e' Khaas - Hotel Samrat Heavens",1,3.2
"Dawat- E- Khas",1,4.1
"Dawat E Riyaz",1,3.8
"Dawat E Yadgaar Biryani House",1,4.0
"Dawat Food Resort",1,4.1
"Dawat Food Truck",1,3.6
"Dawat- Indian Cuisine",1,4.1
"Dawat Restaurant",3,3.6
"Dawat Restaurant",3,3.7
"Dawat Restaurant",3,4.1
"Dawat Swadisht Jashn",1,4.0
"Dawat The Treat",1,3.9
"Dawat-ae-south",1,4.0
"Dawate Punjab Family Restaurant",1,4.1
"Dawat-E-Lazeez",1,4.3
"Dawn Coffee Shop",1,3.5
"Dawn De Cafe",1,3.9
"Dawood Biriyani",1,3.6
