"restaurant_name","rating","average_price","average_delivery_time","south_indian_or_not","north_indian_or_not","fast_food_or_not","street_food","biryani_or_not","bakery_or_not","location","cnt"
"Chennai Kulfi",4.5,100,34,0,0,1,1,0,0,"Chennai",3
"Chennai Maratha",4.2,250,26,1,0,0,0,0,0,"Chandigarh",1
"Chennai Meals And Snacks",4.1,200,44,1,0,1,0,1,0,"Nashik",1
"Chennai Muhaal Biriyani",4.0,150,33,0,1,1,0,1,0,"Salem",1
"Chennai Pazhamudir Nilayam",4.3,150,28,0,0,0,0,0,0,"Coimbatore",1
"Chennai Qurbhani Biryani Hotel",4.6,100,49,1,0,0,0,1,0,"Puducherry",1
"Chennai Rawther Restaurant",3.8,200,25,1,0,0,0,1,0,"Trichy",3
"Chennai Rawther Restaurant",4.0,100,19,1,1,0,0,1,0,"Madurai",3
"Chennai Rawther Restaurant",4.1,200,22,1,0,0,0,1,0,"Madurai",3
"Chennai Sandwich Hub And Bakery",4.1,300,32,0,0,0,1,0,0,"Vijayawada",1
"Chennai South Indian Cafe",4.0,150,27,1,0,0,0,0,0,"NCR",1
"Chennai Square",4.3,150,41,1,0,0,0,0,0,"Kolkata",1
"Chennai Super Kitchens",3.4,150,23,1,1,0,0,0,0,"Raipur",1
"Chennai Tadka",4.1,150,71,1,0,0,0,0,0,"Patna",1
"Chennai Thalappatthii family Restaurant",4.2,350,29,0,1,0,0,1,0,"Guntur",1
"Chennai Tiffins Pure Veg",4.2,100,27,1,1,0,0,0,0,"Hyderabad",1
"Chennai Woodlands",4.2,100,35,1,1,0,0,0,0,"Chennai",1
"Chennai Xpress",4.0,250,45,1,1,0,0,0,0,"Kolkata",1
"Cherry Blossom",3.7,100,33,0,0,1,1,0,1,"Indore",1
"Cherry Food House",4.0,100,28,0,0,0,0,0,1,"Guntur",1
"Cherry Merry",4.0,100,24,0,0,1,0,0,0,"Dehradun",1
"Cherry On Top",3.2,100,21,0,0,0,0,0,1,"Salem",1
"Cherry On Top (Cake Shop)",4.2,150,14,0,0,0,0,0,1,"Cuttack",1
"Cherry On Top Cakes And Bakes",4.0,100,46,0,0,0,0,0,1,"Mangalore",1
"Cherry Sweets & Confectioners",4.0,400,33,0,0,1,1,0,1,"Patna",1
"Chestnuts",3.5,150,52,0,0,0,0,0,1,"Varanasi",3
"Chestnuts",4.1,150,34,0,0,1,0,0,1,"Varanasi",3
"Chestnuts",4.4,50,31,0,0,0,0,0,1,"Varanasi",3
"Chetan Mess",3.2,150,54,1,0,0,0,0,0,"Vellore",1
"Chetana Dabeli Vada Pav",4.3,100,12,0,0,1,0,0,0,"Bhavnagar",1
"Chetna Ganthia Rath",4.2,200,21,0,0,0,1,0,0,"Ahmedabad",1
"Chetram Pindi Chole Bhature",4.3,100,28,0,1,0,0,0,0,"Lucknow",1
"Chetram Sweets Corner",3.8,100,21,0,0,1,0,0,0,"Meerut",1
"Chettinese",4.1,100,42,0,0,0,0,1,0,"Chennai",1
"Chetty's Corner",3.9,100,28,0,0,1,0,0,0,"Salem",3
"Chetty's Corner",3.9,250,38,0,0,1,1,0,0,"Bangalore",3
"Chetty's Corner",4.3,150,46,0,0,1,1,0,0,"Kolkata",3
"Chew Chow",3.8,100,21,0,0,1,0,0,0,"Belgaum",1
"Chez Oi",4.3,100,35,0,0,0,0,0,1,"Mumbai",1
"Chez Oi Bakery",2.9,100,21,0,0,0,0,0,1,"Kota",4
"Chez Oi Bakery",3.1,200,26,0,0,0,0,0,1,"Ajmer",4
"Chez Oi Bakery",4.0,250,46,0,0,0,0,0,1,"Udaipur",4
"Chez Oi Bakery",4.3,100,24,0,0,0,0,0,1,"Bhopal",4
"Chezato Pizzeria",3.4,300,36,0,0,1,0,0,0,"Indore",2
"Chezato Pizzeria",3.5,150,34,0,0,0,0,0,0,"Indore",2
"Chhabra Bakers And Confectioners",4.1,150,25,0,0,1,1,0,1,"Agra",1
"Chhabra's Pure Veg",4.3,150,33,0,1,0,0,0,0,"Jaipur",1
"Chhabras Take Away",4.2,300,38,0,1,0,0,0,0,"Jaipur",1
"Chhangani Pappi Maharaj",4.1,250,25,0,0,0,1,0,0,"Kolkata",1
"Chhapan Bhog",4.2,200,28,0,1,0,1,0,0,"Bhubaneswar",1
"Chhappan Bhog",3.7,200,30,1,1,1,1,0,0,"Allahabad",6
"Chhappan Bhog",4.1,100,23,0,0,0,1,0,1,"Bikaner",6
"Chhappan Bhog",4.1,150,36,0,1,0,1,0,0,"Kanpur",6
"Chhappan Bhog",4.2,100,33,0,0,0,1,0,0,"Kolkata",6
"Chhappan Bhog",4.3,150,17,0,0,0,0,0,0,"Dehradun",6
"Chhappan Bhog",4.4,100,33,0,0,0,1,0,0,"Lucknow",6
"Chhaswala",4.2,100,49,0,0,0,0,0,0,"Surat",7
"Chhaswala",4.3,100,18,0,0,0,0,0,0,"Rajkot",7
"Chhaswala",4.4,100,28,0,0,0,0,0,0,"Ahmedabad",7
"Chhaswala",4.5,50,18,0,0,0,0,0,0,"Vadodara",7
"Chhaswala",4.5,150,24,0,0,0,0,0,0,"Rajkot",7
"Chhaswala",4.6,150,24,0,0,0,0,0,0,"Rajkot",7
"Chhaswala",4.6,200,26,0,0,0,0,0,0,"Junagadh",7
"Chhaswala - Tarsali",4.6,100,21,0,0,0,0,0,0,"Vadodara",1
"Chhattisgarh Kitchen And Vegetable",3.4,200,56,1,1,0,1,0,0,"Raipur",1
"Chhattisgarh Thali",3.8,100,62,1,1,0,1,0,0,"Raipur",1
"Chhattisgarhi Kitchen",4.2,100,62,0,1,0,0,0,0,"Raipur",1
"Chhatwal Ice Cream",4.5,300,24,0,0,0,0,0,0,"Ludhiana",1
"Chhatwals Fish Corner & Snacks Bar",4.2,350,38,0,1,0,0,1,0,"Chandigarh",1
"Chhatwal's Haveli",4.1,150,42,0,1,0,0,1,0,"Chandigarh",1
"Chhota Ellaichi",4.1,100,30,0,1,0,0,0,0,"Kolkata",1
"Chhote Lal Caterers",4.3,200,44,0,0,1,1,0,0,"NCR",1
"Chhote Miyan",4.0,200,35,0,1,0,0,0,0,"Surat",1
"Chhotu Chinese Centre",4.0,150,33,1,0,0,1,0,0,"Indore",1
"Chhotu Kolhapuri",3.7,200,26,0,0,0,1,0,0,"Nashik",1
"Chhotu Motu Joshi",4.1,250,24,0,1,1,0,0,0,"Bikaner",1
"Chi Rocks Cafe",3.4,200,27,0,0,1,0,0,0,"Belgaum",1
"Chic fish",3.7,150,36,0,1,0,0,0,0,"Ludhiana",1
"Chicago Bakes",3.9,200,31,0,0,0,0,0,1,"Dehradun",1
"Chicago BR",3.9,200,37,0,1,1,0,0,0,"Dehradun",1
"Chicago Crisp",3.6,100,37,0,0,1,0,0,0,"Dehradun",1
"Chicago Delights",3.4,100,48,0,0,1,0,0,0,"Chandigarh",2
"Chicago Delights",4.0,150,32,0,0,1,0,0,0,"Dhanbad",2
"Chicago Delight's Pizza & Grillz",3.6,150,35,0,0,1,0,0,0,"Jabalpur",2
"Chicago Delight's Pizza & Grillz",4.3,300,30,0,0,1,0,0,0,"Bhubaneswar",2
"Chicago Pizza",3.1,200,42,0,0,1,0,0,0,"Delhi NCR",28
"Chicago Pizza",3.1,300,35,0,0,0,0,0,0,"Patiala",28
"Chicago Pizza",3.1,350,40,0,0,1,0,0,0,"NCR",28
"Chicago Pizza",3.2,250,40,0,0,1,0,0,0,"Kolkata",28
"Chicago Pizza",3.3,200,41,0,0,1,0,0,0,"Surat",28
"Chicago Pizza",3.4,150,40,0,0,1,0,0,0,"Mumbai",28
"Chicago Pizza",3.4,300,28,0,0,1,0,0,0,"Jalgaon",28
"Chicago Pizza",3.5,50,24,0,0,1,0,0,0,"Jamshedpur",28
"Chicago Pizza",3.5,100,32,0,0,1,0,0,0,"Nashik",28
"Chicago Pizza",3.5,150,18,0,0,1,0,0,0,"Allahabad",28
"Chicago Pizza",3.5,200,50,0,0,1,0,0,0,"Guwahati",28
"Chicago Pizza",3.5,250,45,0,0,1,0,0,0,"Udaipur",28
"Chicago Pizza",3.6,150,41,0,0,1,0,0,0,"Ranchi",28
"Chicago Pizza",3.7,100,37,0,0,1,0,0,0,"Cuttack",28
"Chicago Pizza",3.7,100,38,0,0,1,0,0,0,"Ludhiana",28
"Chicago Pizza",3.7,150,26,0,0,1,0,0,0,"Patna",28
"Chicago Pizza",3.7,200,45,0,0,1,0,0,0,"Varanasi",28
"Chicago Pizza",3.7,200,57,0,0,1,0,0,0,"Goa",28
"Chicago Pizza",3.8,150,40,0,0,1,0,0,0,"Dhanbad",28
"Chicago Pizza",3.8,250,30,0,0,1,0,0,0,"Bhubaneswar",28
"Chicago Pizza",4.0,100,31,0,0,1,0,0,0,"Chandigarh",28
"Chicago Pizza",4.0,200,25,0,0,1,0,0,0,"Allahabad",28
"Chicago Pizza",4.1,200,53,0,0,0,0,0,0,"Meerut",28
"Chicago Pizza",4.1,350,43,0,0,0,0,0,0,"Raipur",28
"Chicago Pizza",4.2,200,27,0,0,1,0,0,0,"Durgapur",28
"Chicago Pizza",4.3,100,47,0,0,1,0,0,0,"Asansol",28
"Chicago Pizza",4.3,100,48,0,0,0,0,0,0,"Gorakhpur",28
"Chicago Pizza",4.3,250,32,0,1,0,0,0,0,"Amravati",28
"Chicago Pizza Lounge",3.6,150,30,0,0,1,0,0,0,"Nagpur",1
"Chicago Pizzaria",3.7,100,40,0,0,1,0,0,0,"Amritsar",1
"Chicago Pizzeria",3.9,100,35,0,0,1,0,0,0,"Ludhiana",1
"Chichaba's Taj",4.0,100,44,0,1,0,0,1,0,"Bangalore",1
"Chick - Inn Hut",3.9,200,34,0,1,0,0,0,0,"Jaipur",1
"Chick Blast",3.9,100,35,0,0,0,0,0,0,"Asansol",2
"Chick Blast",4.0,200,28,0,0,1,0,0,0,"Chandigarh",2
"Chick Blast Solapur",3.8,250,22,0,0,1,0,0,0,"Solapur",1
"Chick Chick",4.3,200,20,0,1,0,0,0,0,"Jalandhar",1
"Chick Chick Adarsh Nagar Wale",4.3,100,44,0,1,0,0,1,0,"Jalandhar",1
"Chick Chick Hut",3.3,200,35,0,1,1,0,0,0,"Jalandhar",1
"Chick Chick PPR",4.0,300,26,0,1,0,0,0,0,"Jalandhar",1
"Chick Fi",4.2,300,32,0,1,0,0,0,0,"Ludhiana",1
"Chick In Fried Chicken",4.4,100,48,0,0,1,0,0,0,"Vellore",1
"Chick N Burg",4.1,150,35,0,0,1,0,0,0,"Nagpur",1
"Chick N Joy",4.3,150,44,0,0,1,0,0,0,"Alappuzha",1
"Chick N Serve",3.8,200,44,0,1,0,0,1,0,"Indore",1
"Chick 'n' Thali",4.0,250,40,0,1,0,0,0,0,"Indore",1
"Chicken Adda 24",3.7,250,31,0,1,0,0,1,0,"Raipur",1
"Chicken Affair",3.4,100,38,0,0,1,0,0,0,"Nellore",3
"Chicken Affair",3.9,200,43,0,0,1,0,0,0,"Pune",3
"Chicken Affair",4.0,150,45,0,0,1,0,1,0,"Warangal",3
"Chicken Biryani & Tandori Chap",3.2,200,37,0,1,1,0,1,0,"Dehradun",1
"Chicken Box",3.9,150,49,0,0,1,0,0,0,"Surat",1
"Chicken Bytes",3.7,150,26,0,1,1,0,0,0,"Kanpur",1
"Chicken Charlie Nutrition House",3.6,150,26,0,1,0,0,0,0,"Ludhiana",1
"Chicken Chaska",3.4,100,27,0,0,0,0,0,0,"Kota",2
"Chicken Chaska",3.4,100,34,0,1,0,0,0,0,"Jaipur",2
"Chicken County Deluxe Restaurant",4.1,150,41,0,1,1,0,1,0,"Bangalore",1
"Chicken Delight",3.8,200,16,0,1,1,0,1,0,"Kota",1
"Chicken Dinner",4.5,150,49,0,0,0,0,0,0,"Coimbatore",1
"Chicken Express",3.4,150,34,0,1,0,1,0,0,"Indore",1
"Chicken Fantasy Hot & Spicy",3.7,250,30,0,1,0,0,1,0,"Mangalore",1
"Chicken Hongkong",3.2,150,24,0,1,0,0,0,0,"Amritsar",1
"Chicken Hub",4.1,100,24,0,0,0,0,1,0,"Asansol",1
"Chicken Hut",3.9,150,39,0,1,1,0,0,0,"Surat",1
"Chicken Inn",3.7,150,47,0,1,0,0,0,0,"Dehradun",2
"Chicken Inn",4.3,300,38,0,1,0,0,0,0,"NCR",2
"Chicken Junction",3.3,100,30,0,1,1,0,0,0,"Bikaner",2
"Chicken Junction",3.7,100,44,0,1,0,0,1,0,"Lucknow",2
"Chicken Ka Kitchen",3.6,150,32,0,0,0,0,0,0,"Bhopal",1
"Chicken Khurana",3.3,100,42,0,1,0,0,0,0,"NCR",1
"Chicken King",3.3,200,41,0,1,0,0,0,0,"Varanasi",2
"Chicken King",3.7,550,44,0,0,0,1,0,0,"Amritsar",2
"Chicken King Point",3.8,250,33,0,0,0,0,1,0,"Allahabad",1
"Chicken Kukduku",4.0,150,47,0,1,0,0,1,0,"Bhopal",1
"Chicken Lagoon",3.8,200,34,0,1,0,0,1,0,"Mangalore",1
"Chicken Lover",3.3,100,27,0,1,0,0,0,0,"Patiala",1
"Chicken Lucknow Se",3.6,150,20,0,1,0,0,1,0,"Udaipur",1
"Chicken Mafia",4.0,150,44,1,1,0,1,0,0,"Patna",1
"Chicken Mamna Center",4.1,150,26,0,1,0,0,1,0,"Vadodara",1
"Chicken O' Clock",3.7,150,31,0,0,1,0,1,0,"Raipur",1
"Chicken Plaza Dhaba",4.0,300,26,0,1,1,0,0,0,"Jalandhar",1
"Chicken Point",3.8,150,39,0,1,0,0,0,0,"Dehradun",2
"Chicken Point",3.9,200,26,0,1,0,0,0,0,"Indore",2
"Chicken Shack",3.9,100,43,0,0,1,0,0,0,"Trivandrum",1
"Chicken Shawarma Hub",3.2,150,45,0,0,1,0,0,0,"Hyderabad",1
"Chicken Shawarma Hut",4.2,150,55,0,0,0,0,0,0,"Hyderabad",1
"Chicken Shawarma Roll",3.4,200,23,0,0,0,0,0,0,"Amritsar",1
"Chicken Shawarma Wala",3.9,150,39,0,0,0,0,0,0,"Varanasi",1
"Chicken Shicken",3.7,200,30,0,1,0,0,0,0,"Jalandhar",1
"Chicken Tikka Halal Restaurant",4.0,100,36,0,1,0,0,1,0,"Mangalore",1
"Chicken Time",4.0,100,37,0,0,0,0,0,0,"Allahabad",1
"Chicken World Restaurant",4.3,200,64,0,1,1,0,1,0,"Indore",1
"Chicken Xperience By Venkys",3.8,200,35,0,0,1,0,0,0,"Ludhiana",1
"Chicken Xperience By Venky's",4.2,200,62,0,1,1,0,1,0,"Pune",1
"Chicken Zone",4.0,250,26,0,0,0,0,0,0,"Patiala",1
"Chicken.com",4.3,200,31,0,0,1,0,0,0,"Ludhiana",1
"Chicken65",4.2,150,37,0,1,1,0,1,0,"Ahmedabad",1
"Chicking",3.6,200,65,0,0,1,0,0,0,"Mumbai",10
"Chicking",3.8,100,35,0,0,1,0,0,0,"Thrissur",10
"Chicking",3.8,150,44,0,0,1,0,0,0,"Mumbai",10
"Chicking",3.9,250,47,0,0,1,0,0,0,"Alappuzha",10
"Chicking",4.0,150,34,0,0,1,0,0,0,"Trivandrum",10
"Chicking",4.0,200,50,0,0,1,0,0,0,"Coimbatore",10
"Chicking",4.0,400,40,0,0,1,0,0,0,"Bangalore",10
"Chicking",4.1,100,42,0,0,1,0,0,0,"Mangalore",10
"Chicking",4.2,100,38,0,0,1,0,0,0,"Trivandrum",10
"Chicking",4.2,250,48,0,0,1,0,0,0,"Chennai",10
"Chick-Inn",4.3,150,39,0,0,1,0,0,0,"Coimbatore",1
"Chicklet",3.8,100,30,0,1,1,0,0,0,"Saharanpur",1
"Chick'N Bites",4.2,250,29,0,0,1,0,0,0,"Ranchi",1
"Chick'n Express",3.5,200,32,0,1,1,0,0,0,"Ajmer",1
"Chick-N-Serve",4.2,100,32,0,0,1,0,0,0,"Indore",1
"Chickpet Donne Biriyani House",3.3,250,22,1,0,0,0,1,0,"Guntur",2
"Chickpet Donne Biriyani House",3.8,100,34,0,0,0,0,1,0,"Bhubaneswar",2
"Chickpet Donne Biryani House",3.5,150,31,0,0,0,0,1,0,"Puducherry",6
"Chickpet Donne Biryani House",3.7,300,37,1,0,0,0,1,0,"Bangalore",6
"Chickpet Donne Biryani House",3.8,200,15,0,0,0,0,1,0,"Vijayawada",6
"Chickpet Donne Biryani House",4.0,200,21,0,0,0,0,1,0,"Visakhapatnam",6
"Chickpet Donne Biryani House",4.0,200,33,1,0,0,0,1,0,"Salem",6
"Chickpet Donne Biryani House",4.1,200,37,0,0,0,0,1,0,"Hyderabad",6
"Chickpete Donne Biryani House",3.7,150,48,0,0,0,0,1,0,"Bangalore",1
"Chicks Plaza",3.6,100,40,0,0,0,0,0,0,"Aligarh",1
"Chicky Wok",3.4,100,26,0,0,1,0,0,0,"Trivandrum",1
"Chicpet Donne Biriyani House",4.0,100,42,1,0,0,0,1,0,"Bangalore",1
"Chidambaram's New Madras Hotel",4.3,150,31,1,0,0,0,0,0,"NCR",1
"Chiggy's Cafe",4.3,100,35,0,0,1,0,0,0,"Chandigarh",1
"Chik N Cafe",4.1,200,20,0,0,1,0,0,0,"Amravati",1
"Chikcorn",3.4,100,27,0,0,1,1,0,0,"Guntur",1
"Chikey's",3.6,250,35,0,0,0,0,0,0,"Thrissur",1
"Chikmos",3.6,100,30,0,0,1,0,1,0,"Cuttack",1
"Chikpet Donne Biriyani House",3.9,100,37,1,0,0,0,1,0,"Bangalore",1
"Chila Point",3.6,100,51,0,1,0,1,1,0,"Raipur",1
"Chile Ma",4.1,100,26,0,0,0,0,0,0,"Dehradun",1
"Chili Food Bistro",3.3,100,21,0,1,1,0,1,0,"Rajkot",1
"Chili's",4.2,100,45,0,0,0,0,0,0,"Chandigarh",1
"Chili's Grill & Bar",4.1,100,65,0,0,0,0,0,0,"Kolkata",3
"Chili's Grill & Bar",4.1,300,27,0,0,0,0,0,0,"NCR",3
"Chili's Grill & Bar",4.3,450,38,0,0,0,0,0,0,"Bhubaneswar",3
"Chill & Grills",3.6,100,41,0,1,1,0,0,0,"Jaipur",1
"Chill And Cheese",4.0,150,23,0,0,0,0,0,0,"Vijayawada",1
"Chill and grill",3.6,100,31,0,0,1,0,0,0,"Moradabad",1
"Chill Baby",3.7,450,33,0,0,1,0,0,0,"Indore",1
"Chill Bro!",3.0,150,20,0,0,0,0,0,0,"Visakhapatnam",1
"Chill House & Restaurant",3.1,250,30,1,0,1,1,1,0,"Kanpur",1
"Chill N' Cheers Ice Cream Parlour",4.1,100,13,0,0,1,0,0,0,"Bareilly",1
"Chill N Grill",3.8,350,34,0,1,0,0,1,0,"Nagpur",2
"Chill N Grill",4.2,550,29,0,1,1,0,0,0,"NCR",2
"Chill 'N' Shake Paradize",3.8,150,35,0,0,1,0,0,0,"Coimbatore",1
"Chill Out",4.1,100,42,0,0,0,0,0,0,"Bhubaneswar",2
"Chill Out",4.4,150,44,0,0,1,1,0,1,"Pune",2
"Chill Out Cafe",4.1,100,36,0,0,1,1,0,0,"Udaipur",1
"Chill Out Cafe N Restaurant",3.6,150,38,0,0,0,0,1,0,"Gaya",1
"Chill Out Ice Creams And Pizzas",3.6,200,31,0,0,1,1,0,0,"Vijayawada",1
"Chilla Art Cafe",3.9,150,33,0,0,1,0,0,0,"Alappuzha",1
"Chilla's Pizza",4.1,200,23,0,0,1,0,0,0,"Junagadh",1
"Chillax Fast Food Corner",4.2,150,39,0,0,1,0,0,0,"Varanasi",1
"Chilli Chaats",4.0,100,42,0,0,1,1,0,0,"Chandigarh",2
"Chilli Chaats",4.2,200,20,0,0,0,1,0,0,"Ludhiana",2
"Chilli Chatkara",4.1,200,25,0,1,0,1,0,0,"Chandigarh",1
"Chilli Junction",3.3,150,30,0,0,1,1,0,0,"Saharanpur",1
"Chilli Milli",4.1,150,34,0,0,1,1,0,0,"Ludhiana",1
"Chilli N Herbs Restaurant",4.2,100,35,0,1,0,0,1,0,"Belgaum",1
"Chilli N Spice - Fidalgo",4.2,400,23,0,0,0,0,0,0,"Goa",1
"Chilli Paradise Restro & Cafe",3.8,150,56,0,1,1,1,1,0,"Motihari",1
"Chilli Pistals",4.2,150,37,0,0,0,0,0,0,"Lucknow",1
"Chilli Spray",4.2,200,28,0,0,1,0,0,0,"Ludhiana",1
"Chillies Dhaba",4.1,200,21,0,1,0,0,1,0,"Guntur",1
"Chillies Restaurant",4.1,250,40,0,0,0,0,0,0,"Alappuzha",1
"Chilli'z Restaurant",4.1,150,34,0,1,1,0,0,0,"Dehradun",1
"Chilli'z Restro",4.0,150,25,0,1,0,0,0,0,"Dehradun",1
"Chilli'z Restro Express",4.0,150,28,0,1,0,0,0,0,"Dehradun",1
"Chillout",4.0,300,36,0,0,0,0,0,0,"Surat",1
"Chillout Cafe",3.9,100,31,0,1,1,0,1,0,"Ranchi",1
"Chilly Hunters Restaurant - Hotel Uday Palace",4.0,300,37,0,1,0,0,1,0,"Varanasi",1
"Chilly Limon",3.6,150,25,0,1,0,0,0,0,"Mangalore",1
"Chilly Masala",4.0,100,32,0,0,0,0,0,0,"Haridwar",1
"Chilly Mirchi",3.9,100,49,1,1,0,0,1,0,"Cuttack",1
"Chilly Pepper Shiva's Food",3.8,100,35,1,1,0,1,1,0,"Jamnagar",1
"Chilly's",2.9,400,49,0,1,1,0,0,0,"Goa",1
"Chillz Cafe",3.7,100,37,0,0,1,0,0,0,"Mysore",1
"Chimmanlal Puri Wale",4.0,150,19,0,1,0,1,0,0,"Agra",1
"Chimmanlal Puri Wale-Chhoti Dukaan",3.7,100,23,0,1,0,1,0,0,"Agra",1
"Chimney Crunch",3.3,50,29,0,1,1,1,0,0,"Jalandhar",1
"Chimney Sizzlers",4.3,250,32,0,0,0,0,0,0,"NCR",2
"Chimney Sizzlers",4.3,250,38,0,0,0,0,0,0,"Delhi NCR",2
"Chin Chin Chew- By Kaarobaar",3.8,150,33,0,0,0,0,0,0,"NCR",1
"Chin Chin Chu",4.4,100,47,0,0,0,0,0,0,"Mumbai",1
"Chin Thai",4.1,200,58,0,1,1,1,0,0,"Kolkata",1
"Chin Wah",4.1,250,33,0,0,0,0,0,0,"Kolkata",1
"China Belly by WOW! Momo",3.7,100,48,0,0,1,0,0,0,"Bhubaneswar",3
"China Belly by WOW! Momo",3.8,200,37,0,0,1,0,0,0,"Cuttack",3
"China Belly by WOW! Momo",3.9,150,37,0,0,1,0,0,0,"Kolkata",3
"China Bistro",4.3,550,48,0,0,0,0,0,0,"Mumbai",1
"China Bite",3.5,250,35,0,0,0,0,0,0,"Bhubaneswar",1
"China Bowl",4.2,150,37,0,0,0,0,0,0,"NCR",2
"China Bowl",4.2,200,39,0,0,0,0,0,0,"Delhi NCR",2
"China Box",3.7,150,34,0,0,0,0,0,0,"Udaipur",1
"China Box Co",3.9,250,42,0,0,0,0,0,0,"Mumbai",1
"China Canteen By The Urban Bhukkad",3.4,350,26,0,0,0,0,0,0,"Ludhiana",1
"China Chowk",4.1,150,41,0,1,1,0,0,0,"NCR",1
"China Dine Hotel",4.1,100,19,0,0,0,0,0,0,"Kolhapur",1
"China Fare",4.3,150,43,0,0,1,0,0,0,"NCR",1
"China Gardens",3.9,250,41,0,0,0,0,0,0,"Kolkata",1
"China Gate",4.3,150,54,0,0,0,0,0,0,"Mumbai",1
"China Gate Chinese Fast Food",3.9,150,22,0,0,0,0,0,0,"Vadodara",1
"China Goan",3.0,150,21,0,1,0,0,0,0,"Gorakhpur",1
"China Grill",4.2,150,42,0,1,0,0,0,0,"Pune",1
"China House",3.8,100,44,0,0,1,0,0,0,"Ludhiana",1
"China Hut",3.6,100,43,0,0,1,0,0,0,"NCR",3
"China Hut",3.7,150,41,0,0,0,0,0,0,"Pune",3
"China Hut",4.1,200,34,0,1,0,0,0,0,"Ahmedabad",3
"China In A Box",3.9,200,38,0,0,1,1,0,0,"Vadodara",1
"China Kitchen",3.8,250,39,0,0,0,0,0,0,"Allahabad",1
"China Land",4.1,150,39,0,0,0,0,0,0,"Mumbai",1
"China Magic",3.8,200,45,0,0,0,0,0,0,"Mumbai",1
"China Noodle King",4.0,100,33,0,0,0,0,0,0,"Kanpur",1
"China Social",4.3,100,54,0,0,0,0,0,0,"Kolkata",1
"China South",4.1,50,56,0,0,0,0,0,0,"Kolkata",1
"China Spice",4.0,250,31,0,0,0,0,0,0,"Allahabad",1
"China Town",3.3,300,36,0,0,1,1,0,0,"Kanpur",13
"China Town",3.4,150,34,0,0,1,0,0,0,"Agra",13
"China Town",3.6,100,49,0,0,1,0,0,0,"Jalandhar",13
"China Town",3.8,100,38,0,0,1,0,0,0,"Agra",13
"China Town",3.8,150,46,0,1,0,0,0,0,"Ranchi",13
"China Town",3.8,250,28,0,0,1,0,0,0,"Meerut",13
"China Town",3.9,100,41,0,0,1,0,0,0,"Ludhiana",13
"China Town",3.9,250,45,0,0,1,0,0,0,"Delhi NCR",13
"China Town",4.0,250,30,0,0,0,0,0,0,"Vadodara",13
"China Town",4.1,100,35,0,1,0,0,0,0,"Jamshedpur",13
"China Town",4.2,100,30,0,0,1,0,0,0,"Udaipur",13
"China Town",4.3,100,51,0,0,0,0,0,0,"Coimbatore",13
"China Town",4.4,150,39,0,0,0,0,0,0,"Guwahati",13
"China Town Chinese",3.9,200,28,0,0,0,0,0,0,"Vadodara",1
"China Town Chinese Food",3.6,50,24,0,0,0,0,0,0,"Vadodara",2
"China Town Chinese Food",3.8,200,29,0,0,1,0,0,0,"Vadodara",2
"China Town Fast Food & Burger King",3.8,200,28,0,0,1,1,0,0,"Lucknow",1
"China Town Restaurant",3.3,100,45,0,0,1,0,0,0,"Jodhpur",1
"China Town Sizzlers",4.0,250,38,0,0,0,0,0,0,"NCR",1
"China Valley",4.4,350,38,0,0,0,0,0,0,"Mumbai",1
"China Valley Restaurant",3.7,200,48,0,0,0,0,0,0,"Coimbatore",1
"China Walla",3.5,150,22,0,0,0,0,0,0,"Coimbatore",1
"Chinalogy",3.8,250,33,0,0,0,0,0,0,"Bhopal",1
"Chinar Tales",3.1,200,51,0,0,0,0,0,0,"Kolkata",1
"China's Kabana Family Restaurant",4.1,50,28,0,0,1,0,0,0,"Nashik",1
"Chindesi",3.5,250,25,0,0,0,0,0,0,"Lucknow",1
"Chindies",3.3,100,42,0,0,1,0,0,0,"NCR",1
"Chineese Quisine",4.3,150,46,0,0,1,0,0,0,"Kolkata",1
"Chinese & Shake Corner",3.7,150,49,0,0,1,0,0,0,"NCR",1
"Chinese Adda",3.3,250,25,0,1,1,1,0,0,"Kota",4
"Chinese Adda",4.0,150,43,0,0,0,0,0,0,"Meerut",4
"Chinese Adda",4.0,200,48,0,0,0,0,0,0,"Kanpur",4
"Chinese Adda",4.0,400,28,0,0,1,1,0,0,"Goa",4
"Chinese BAE",3.5,100,30,0,0,0,0,0,0,"Bangalore",1
"Chinese Basket",4.3,300,29,0,1,0,0,0,0,"Ludhiana",1
"Chinese Bite",3.7,350,33,0,0,1,0,0,0,"Varanasi",2
"Chinese Bite",4.3,150,35,0,1,0,0,0,0,"NCR",2
"Chinese Bowl",3.7,250,29,0,0,0,0,0,0,"Bareilly",1
"Chinese Bowl Company",4.1,100,50,0,0,0,0,0,0,"Pune",1
"Chinese Break",3.3,200,25,0,0,1,0,0,0,"Solapur",1
"Chinese Byte",2.9,150,37,0,0,0,0,0,0,"Nashik",1
"Chinese Central",3.9,150,42,0,0,1,0,0,0,"Lucknow",1
"Chinese Centre",3.7,150,22,0,0,0,0,0,0,"Raipur",1
"Chinese Chilly",3.9,250,43,0,0,0,0,0,0,"Siliguri",1
"Chinese Choice",3.5,100,18,0,1,0,0,1,0,"Gorakhpur",1
"Chinese Chowmein",3.3,100,29,0,0,0,0,0,0,"Kharagpur",1
"Chinese Corner",3.8,250,44,0,0,1,0,0,0,"Kanpur",2
"Chinese Corner",4.0,150,35,0,0,0,0,0,0,"Mysore",2
